"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Dscaml1",0.00616273510236445,0.308249326675699,0.711,0.618,1,"1","Dscaml1"
"Cc2d2a",0.00620500244331698,0.389128551480847,0.387,0.279,1,"1","Cc2d2a"
"Mgll",0.00623174580619556,0.727445697418178,0.272,0.187,1,"1","Mgll"
"Sh3rf1",0.00631799755743466,0.351734518345404,0.312,0.212,1,"1","Sh3rf1"
"Sorl1",0.00632675780346593,0.561481764092439,0.41,0.31,1,"1","Sorl1"
"Dhx30",0.00639641171864712,0.290211148565053,0.566,0.445,1,"1","Dhx30"
"Anxa6",0.00644361557495107,0.35373506042827,0.382,0.275,1,"1","Anxa6"
"Atp8a2",0.00663858668434505,0.211793727389872,0.827,0.743,1,"1","Atp8a2"
"Rsrp1",0.00672309066552094,0.258451648866421,0.775,0.769,1,"1","Rsrp1"
"Tmem161b",0.00675282806063627,0.608163263681268,0.306,0.217,1,"1","Tmem161b"
"Pnpla8",0.00686702446184937,0.342737808200543,0.387,0.274,1,"1","Pnpla8"
"Krit1",0.00690266765361524,0.295150989979037,0.509,0.388,1,"1","Krit1"
"Mtcl1",0.00691759335573824,0.283815007502239,0.41,0.291,1,"1","Mtcl1"
"Ube2e2",0.00696641704588233,0.169841283238515,0.919,0.9,1,"1","Ube2e2"
"Zfp385a",0.00696881148022741,0.619591449038587,0.266,0.18,1,"1","Zfp385a"
"Hnrnpa3",0.00701506906702478,0.368922451096172,0.416,0.302,1,"1","Hnrnpa3"
"5031439G07Rik",0.00703232388923587,0.275370441324266,0.694,0.565,1,"1","5031439G07Rik"
"Phkg2",0.00705089238930077,0.403248639197775,0.474,0.379,1,"1","Phkg2"
"Armc8",0.00706859595253292,0.271157994813044,0.457,0.333,1,"1","Armc8"
"Sppl2a",0.00707998001330621,0.551934609246499,0.306,0.217,1,"1","Sppl2a"
"Psen1",0.00739465381997525,0.555615086136973,0.335,0.244,1,"1","Psen1"
"Kcnb2",0.0074826635776997,0.200564877810512,0.96,0.902,1,"1","Kcnb2"
"Med15",0.00750243847065884,0.48072394671999,0.335,0.239,1,"1","Med15"
"Oxsr1",0.00751825757186583,0.579717765760037,0.312,0.223,1,"1","Oxsr1"
"Lrp8",0.00763596495813206,0.365094922592818,0.578,0.472,1,"1","Lrp8"
"Ndufs1",0.0077449714200182,0.344240772229471,0.445,0.329,1,"1","Ndufs1"
"Acsl4",0.00783013032689411,0.52241689501995,0.266,0.18,1,"1","Acsl4"
"Apba2",0.00790676415469831,0.28585833842977,0.705,0.607,1,"1","Apba2"
"Ei24",0.00802354726319518,0.471790821949982,0.289,0.198,1,"1","Ei24"
"Ptpa",0.00802807002712881,0.468233002536793,0.387,0.285,1,"1","Ptpa"
"Galnt18",0.00807773331051986,0.845325605110986,0.399,0.323,1,"1","Galnt18"
"Agps",0.00810835205992648,0.514447945014253,0.283,0.195,1,"1","Agps"
"Kif16b",0.00834562340719385,0.379421704091919,0.382,0.278,1,"1","Kif16b"
"Dnajc11",0.00835118361069654,0.331754351430785,0.416,0.31,1,"1","Dnajc11"
"Zscan26",0.00847591636723498,0.432438901846105,0.393,0.29,1,"1","Zscan26"
"Pus10",0.00854563903937804,0.448754121934771,0.318,0.223,1,"1","Pus10"
"Srgap2",0.00862552486053366,0.287495164542894,0.786,0.696,1,"1","Srgap2"
"Tln1",0.00877565924228758,0.280478771966355,0.254,0.164,1,"1","Tln1"
"Zfyve16",0.00878227867962693,0.396362253612536,0.41,0.307,1,"1","Zfyve16"
"Taz",0.00878561758106693,0.29493537809617,0.52,0.397,1,"1","Taz"
"Adck1",0.00881356812105279,0.441018473155165,0.306,0.216,1,"1","Adck1"
"Chp1",0.00891277146763786,0.494926088096125,0.266,0.18,1,"1","Chp1"
"Nbr1",0.00891386009606556,0.312775623339561,0.439,0.326,1,"1","Nbr1"
"Med12l",0.00893017624447279,0.314918688983197,0.728,0.603,1,"1","Med12l"
"Slc20a1",0.00949062282326218,0.382889772908279,0.335,0.239,1,"1","Slc20a1"
"Gria4",0.00950250425145014,0.285888068650069,0.983,0.963,1,"1","Gria4"
"Zbtb7a",0.00976135921588996,0.530398800528136,0.318,0.231,1,"1","Zbtb7a"
"Pkia",0.00980308502008071,0.32669626243265,0.566,0.447,1,"1","Pkia"
"Iqgap1",0.00983926974224682,0.32415019011432,0.457,0.349,1,"1","Iqgap1"
"Insyn2b",0.00989727565177205,0.50192048813437,0.306,0.217,1,"1","Insyn2b"
"Cplx2",0.00990701395356068,0.460492591032251,0.295,0.207,1,"1","Cplx2"
"Far2",0.0099230236099786,0.448754121934771,0.312,0.219,1,"1","Far2"
"Samd3",3.1943309761281e-91,5.66698169237953,0.366,0.008,5.30418658586071e-87,"2","Samd3"
"Cacna2d1",1.01614169369105e-86,2.92295084116673,0.939,0.295,1.68730328237398e-82,"2","Cacna2d1"
"Slc17a6",1.00850353496752e-69,3.37441968194441,0.512,0.059,1.67462011981356e-65,"2","Slc17a6"
"Lhx1os",3.28996454423824e-69,5.19097354084848,0.293,0.008,5.4629861257076e-65,"2","Lhx1os"
"Emx2os",7.57365160998687e-53,4.62020492171008,0.25,0.011,1.25760484983832e-48,"2","Emx2os"
"Trp73",1.23870039487808e-52,4.55720683432377,0.268,0.014,2.05686200569505e-48,"2","Trp73"
"Nrn1",5.10156205584227e-52,4.29256317562832,0.274,0.016,8.47114379372609e-48,"2","Nrn1"
"Tmem163",2.43111796177225e-47,2.13133685183399,0.634,0.148,4.03687137552282e-43,"2","Tmem163"
"Reln",3.48213131466442e-44,2.69513769507867,0.598,0.158,5.78207904800027e-40,"2","Reln"
"Adamts2",3.7507123856475e-42,3.82922078929702,0.28,0.027,6.22805791636767e-38,"2","Adamts2"
"Arhgap24",1.51857929713589e-34,2.79803599347566,0.591,0.198,2.52160092289414e-30,"2","Arhgap24"
"Slit1",9.73133086290055e-32,1.98481031068355,0.732,0.36,1.61588748978464e-27,"2","Slit1"
"Tafa1",5.36702623509667e-28,1.99736544635548,0.616,0.242,8.91194706337802e-24,"2","Tafa1"
"Cep1121",5.03978111658622e-25,0.886306561891689,0.982,0.814,8.36855654409143e-21,"2","Cep112"
"Pcsk5",6.50868256594902e-22,2.12041556545664,0.402,0.122,1.08076674007583e-17,"2","Pcsk5"
"Nos1",1.07455863025921e-21,1.94463987220802,0.396,0.123,1.78430460554541e-17,"2","Nos1"
"Grm7",4.21563544274839e-20,0.75046113244235,0.994,0.899,7.0000626526837e-16,"2","Grm7"
"Fam155a",5.76166226943802e-19,0.643261251571641,1,0.989,9.56724019840183e-15,"2","Fam155a"
"Nrxn1",2.06754673276375e-18,0.573662792747924,1,0.996,3.4331613497542e-14,"2","Nrxn1"
"Epha3",3.65857395016805e-18,2.09298321353082,0.427,0.161,6.07506204425405e-14,"2","Epha3"
"Pcsk1",8.15964126221424e-18,2.18859124721254,0.268,0.067,1.35490843159067e-13,"2","Pcsk1"
"Zfhx41",9.80753370835351e-18,1.11980152201648,0.713,0.386,1.6285409722721e-13,"2","Zfhx4"
"Trhde",4.5799933983134e-17,1.51606621675856,0.512,0.227,7.6050790378994e-13,"2","Trhde"
"Cachd1",1.84495847248777e-16,1.56666446715072,0.372,0.126,3.06355354356595e-12,"2","Cachd1"
"Syne11",2.04442129330823e-16,0.884552786688375,1,0.983,3.39476155753832e-12,"2","Syne1"
"Slc16a6",2.25499456689786e-16,2.52334338245749,0.293,0.086,3.7444184783339e-12,"2","Slc16a6"
"Schip1",7.83188240900801e-16,1.41484684133495,0.805,0.622,1.30048407401578e-11,"2","Schip1"
"Rnf152",2.2619866638274e-15,1.91800474570455,0.317,0.103,3.7560288552854e-11,"2","Rnf152"
"Sgcd",1.55703549224445e-14,1.05291276487094,0.829,0.701,2.58545743487191e-10,"2","Sgcd"
"Pcsk2",3.42481437423106e-14,1.1624268219253,0.726,0.476,5.68690426841067e-10,"2","Pcsk2"
"Tmem200a",1.11795189065464e-13,1.32848274988327,0.445,0.193,1.85635911443203e-09,"2","Tmem200a"
"Dach1",3.12317619313834e-13,2.0569537431377,0.287,0.096,5.18603406870622e-09,"2","Dach1"
"Ctnnd2",4.00780315914261e-13,0.547950894861554,0.988,0.981,6.6549571457563e-09,"2","Ctnnd2"
"Tafa2",5.85624954093036e-13,1.56040225748779,0.561,0.326,9.72430236271486e-09,"2","Tafa2"
"Zfp521",6.73815230473146e-13,1.24387368271373,0.427,0.187,1.11887019020066e-08,"2","Zfp521"
"Tmem132c",2.209907498663e-11,1.74824265940451,0.317,0.129,3.66955140152992e-07,"2","Tmem132c"
"Csmd1",3.16621766345332e-11,0.511583668995017,0.988,0.98,5.25750443016424e-07,"2","Csmd1"
"Dcc",4.03234076684604e-11,0.603074706173948,0.988,0.922,6.69570184334784e-07,"2","Dcc"
"Fam189a1",4.06286945481996e-11,0.952794003956458,0.689,0.464,6.74639472972855e-07,"2","Fam189a1"
"Il1rap",5.40944114802943e-11,1.33807783488069,0.354,0.151,8.98237702630286e-07,"2","Il1rap"
"Sidt1",6.31260156100371e-11,0.972058431271211,0.61,0.367,1.04820748920467e-06,"2","Sidt1"
"Dpf3",7.84108957625665e-11,1.26281583223427,0.341,0.142,1.30201292413742e-06,"2","Dpf3"
"Thsd7b",2.44015787950084e-10,1.09038397518138,0.628,0.4,4.05188215891115e-06,"2","Thsd7b"
"Cntnap5c1",3.26715166027308e-10,1.00730777154925,0.659,0.439,5.42510533188344e-06,"2","Cntnap5c"
"Edil3",3.3097195939147e-10,0.771939705375256,0.78,0.57,5.49578938569537e-06,"2","Edil3"
"Tmem150c",3.8679965797098e-10,1.09158309184426,0.47,0.247,6.42280832060812e-06,"2","Tmem150c"
"Rasgrp1",4.32458802713315e-10,1.74449690716058,0.293,0.121,7.1809784190546e-06,"2","Rasgrp1"
"Sulf1",6.2635536484835e-10,1.58555877890319,0.329,0.146,1.04006308333068e-05,"2","Sulf1"
"Tmem164",1.03036530112406e-09,1.27487744951115,0.451,0.255,1.7109215825165e-05,"2","Tmem164"
"Rbms1",1.20572840230275e-09,1.18786875573218,0.512,0.299,2.00211201202372e-05,"2","Rbms1"
"Gpr176",1.22923567176262e-09,1.56428893245641,0.323,0.147,2.04114583296183e-05,"2","Gpr176"
"Robo1",1.26856569150381e-09,0.587579493185725,0.957,0.92,2.10645333074208e-05,"2","Robo1"
"Dmd",1.31942196060877e-09,0.531250464312087,0.957,0.867,2.19090016559085e-05,"2","Dmd"
"Kcnb21",1.70855641772704e-09,0.747927794655057,0.902,0.91,2.83705793163575e-05,"2","Kcnb2"
"Ptprd2",3.94902974745471e-09,0.53869058384149,1,0.951,6.55736389564854e-05,"2","Ptprd"
"Pcdh9",6.9057620032578e-09,0.918615772371127,0.915,0.941,0.000114670178064096,"2","Pcdh9"
"Cntn41",7.12871284045702e-09,0.866717153631451,0.713,0.508,0.000118372276715789,"2","Cntn4"
"Nlgn1",7.9633827348502e-09,0.533044090387864,0.982,0.961,0.000132231970312187,"2","Nlgn1"
"Lingo2",1.29839268852192e-08,0.414573786764352,1,0.963,0.000215598105929065,"2","Lingo2"
"Nrg31",1.98148252817461e-08,0.504786123639462,0.994,0.977,0.000329025173803394,"2","Nrg3"
"Dscaml11",2.45957354663927e-08,0.708784667621047,0.768,0.611,0.000408412187419451,"2","Dscaml1"
"Cdk141",2.85886073243624e-08,0.701464149105215,0.652,0.431,0.000474713824621037,"2","Cdk14"
"Brinp3",3.08320733086452e-08,0.651419291502537,0.78,0.714,0.000511966577290053,"2","Brinp3"
"Pak3",3.87827366571735e-08,0.503927450917308,0.915,0.804,0.000643987342192365,"2","Pak3"
"Ndst4",4.47398347876396e-08,0.628517852682471,0.53,0.308,0.000742904956648756,"2","Ndst4"
"Stxbp5l",5.00305680847295e-08,0.56534752453592,0.805,0.655,0.000830757583046934,"2","Stxbp5l"
"Zfp423",7.51238506934505e-08,0.83776977388971,0.53,0.325,0.00124743154076475,"2","Zfp423"
"Car101",7.84318438125666e-08,0.821837330050478,0.762,0.691,0.00130236076650767,"2","Car10"
"Wwox",1.18788058048703e-07,0.487199551389811,0.921,0.835,0.00197247570389872,"2","Wwox"
"Tenm1",1.34470309371015e-07,0.519491056961884,0.927,0.861,0.0022328794871057,"2","Tenm1"
"Aifm3",1.86145809518331e-07,0.716784430097809,0.604,0.392,0.00309095116705189,"2","Aifm3"
"Tshz2",2.17686158742841e-07,0.719662292184045,0.768,0.626,0.00361467866592487,"2","Tshz2"
"Kcnq5",3.18248568848346e-07,0.982582757102113,0.677,0.552,0.00528451748572678,"2","Kcnq5"
"Gm7854",7.31569406913167e-07,1.02714873894259,0.335,0.172,0.0121477100017931,"2","Gm7854"
"Nek10",8.13373586279534e-07,1.04583230384928,0.311,0.158,0.0135060684001717,"2","Nek10"
"Frmd4b",8.19840599506382e-07,0.991282782898891,0.421,0.247,0.0136134531548035,"2","Frmd4b"
"Pam",8.7777093072994e-07,0.487190431635073,0.793,0.64,0.0145753863047707,"2","Pam"
"Galnt16",1.08412272585384e-06,0.597076153423259,0.701,0.492,0.0180018578628029,"2","Galnt16"
"Asxl3",1.20743643558829e-06,0.834399303154228,0.348,0.181,0.0200494820129436,"2","Asxl3"
"Kcnh7",1.30130815741852e-06,0.517037493375801,0.89,0.765,0.0216082219539345,"2","Kcnh7"
"Nell1",1.45385956721308e-06,0.664464097008548,0.628,0.471,0.0241413381135731,"2","Nell1"
"Rora",1.49723976656298e-06,0.529888261344275,0.933,0.909,0.0248616663237783,"2","Rora"
"Gabrg3",1.78945434301278e-06,0.502221303697605,0.933,0.889,0.0297138893657272,"2","Gabrg3"
"Sorbs2",2.0809468041571e-06,0.560109487446758,0.841,0.723,0.0345541216830286,"2","Sorbs2"
"Rasa4",2.08506232902254e-06,1.11373976922927,0.256,0.122,0.0346224599734193,"2","Rasa4"
"Ppp1r9a",2.11273214579927e-06,0.457140266541382,0.927,0.811,0.0350819172809969,"2","Ppp1r9a"
"Arid5b",3.03356161691094e-06,0.693452412861197,0.549,0.366,0.0503722906488061,"2","Arid5b"
"Cdh121",3.60029055217064e-06,1.2597139281348,0.512,0.369,0.0597828246187935,"2","Cdh12"
"Zbbx",3.60762375839727e-06,1.14786581929339,0.25,0.121,0.0599045925081866,"2","Zbbx"
"Nova1",3.88230068460414e-06,0.648664935602954,0.573,0.395,0.0644656028678518,"2","Nova1"
"Gtf2a1",4.39022655360383e-06,1.06610338469368,0.329,0.186,0.0728997119225915,"2","Gtf2a1"
"Lin28b",4.42565833934684e-06,0.663319391886946,0.537,0.354,0.0734880567248543,"2","Lin28b"
"Aatf",4.51699073604833e-06,0.824345638490305,0.402,0.239,0.0750046311720826,"2","Aatf"
"Chd7",4.69632302791511e-06,0.910856453100808,0.311,0.166,0.0779824438785303,"2","Chd7"
"Dlg2",4.70096967285395e-06,0.294839381687121,1,0.997,0.0780596014177398,"2","Dlg2"
"Cntn61",5.58941078692904e-06,0.731930004268908,0.561,0.396,0.0928121661169567,"2","Cntn6"
"Cnr1",5.73531761452113e-06,1.19456161652907,0.25,0.123,0.0952349489891233,"2","Cnr1"
"Enpp2",6.37616175536967e-06,1.1283518253804,0.256,0.127,0.105876165947913,"2","Enpp2"
"Efcab2",6.52859701834123e-06,0.788219135115452,0.293,0.148,0.108407353489556,"2","Efcab2"
"Naaladl2",7.51465164597453e-06,0.74478946394965,0.598,0.443,0.124780790581407,"2","Naaladl2"
"Khdrbs2",8.17187622325769e-06,0.541246007341524,0.811,0.641,0.135694004687194,"2","Khdrbs2"
"Cbfa2t2",1.02364199087062e-05,0.60202885190398,0.5,0.327,0.169975752584067,"2","Cbfa2t2"
"Slc8a1",1.12672195177935e-05,0.412953291071878,0.89,0.83,0.187092180092961,"2","Slc8a1"
"Prdm10",1.45973220084054e-05,0.490345921110037,0.616,0.418,0.242388531949572,"2","Prdm10"
"Tmem132d",1.58874307679178e-05,0.936845282825109,0.53,0.392,0.263810787901276,"2","Tmem132d"
"Dpyd",1.66773951852633e-05,0.738681046259988,0.61,0.445,0.276928147051298,"2","Dpyd"
"Gulp1",2.00604504357128e-05,1.00877020962773,0.274,0.148,0.333103779485011,"2","Gulp1"
"Dyrk1a",2.17510980230513e-05,0.665001066200788,0.494,0.334,0.361176982672768,"2","Dyrk1a"
"Foxj3",2.19855549162701e-05,0.762896354952121,0.366,0.216,0.365070139384665,"2","Foxj3"
"Upp2",2.22929710003063e-05,0.357665352115364,0.884,0.86,0.370174783460086,"2","Upp2"
"Tbck",2.52889540375811e-05,0.626469496760888,0.488,0.333,0.419923081794035,"2","Tbck"
"Cdh9",2.5567709875966e-05,1.44224495716325,0.287,0.161,0.424551822490416,"2","Cdh9"
"Tbc1d41",2.74137131877696e-05,0.949876520574164,0.305,0.173,0.455204707482915,"2","Tbc1d4"
"Fbxw11",2.86948073465018e-05,0.731350375879878,0.384,0.232,0.476477275988662,"2","Fbxw11"
"Tctn1",2.87668277127368e-05,0.836035674598596,0.299,0.164,0.477673174169994,"2","Tctn1"
"Cmip",2.96266813832789e-05,0.352042539266292,0.939,0.88,0.491951044369347,"2","Cmip"
"Dpp6",2.96478617172497e-05,0.401367411388399,0.994,0.987,0.492302743814931,"2","Dpp6"
"Pum1",3.11602736840009e-05,0.503829792337781,0.591,0.411,0.517416344522834,"2","Pum1"
"Psmd14",3.95955200317014e-05,0.587733969727445,0.433,0.269,0.657483610126401,"2","Psmd14"
"Grm8",4.04073100435591e-05,0.797622545458907,0.494,0.354,0.670963383273299,"2","Grm8"
"Grb14",4.15011243430409e-05,0.909952473409817,0.293,0.164,0.689126169716195,"2","Grb14"
"Slc2a131",4.48702753367544e-05,0.514005517878154,0.683,0.524,0.745070921966807,"2","Slc2a13"
"Mapk9",4.78429353369887e-05,0.733135767014305,0.366,0.223,0.794431941270698,"2","Mapk9"
"Akt3",4.82224103087327e-05,0.504638783519621,0.701,0.566,0.800733123176506,"2","Akt3"
"Cbx7",4.99184902798566e-05,0.757962106127197,0.36,0.217,0.828896531097019,"2","Cbx7"
"Mdga11",5.00714796939274e-05,0.825906152477922,0.28,0.155,0.831436920317664,"2","Mdga1"
"Tor1aip1",5.01710022575844e-05,0.994695024416009,0.25,0.133,0.833089492487189,"2","Tor1aip1"
"Pde10a",5.11054687086583e-05,0.725443185252122,0.854,0.842,0.848606307907271,"2","Pde10a"
"Map2k4",6.49719670237975e-05,0.483736566162789,0.646,0.509,1,"2","Map2k4"
"Lpp",6.567404059607e-05,0.804993466458631,0.415,0.269,1,"2","Lpp"
"Cdh181",6.65244660466782e-05,0.407563859803736,0.86,0.759,1,"2","Cdh18"
"Chordc1",7.16243817832208e-05,0.599964664060403,0.433,0.279,1,"2","Chordc1"
"Pfkfb4",7.68556992193336e-05,0.710428935057986,0.354,0.215,1,"2","Pfkfb4"
"Acvr1",7.93646544437513e-05,0.869045445961119,0.293,0.168,1,"2","Acvr1"
"Mbnl2",8.13832233356585e-05,0.442807116584357,0.75,0.623,1,"2","Mbnl2"
"Cdh10",8.73148211285432e-05,0.734595246188738,0.573,0.458,1,"2","Cdh10"
"E230029C05Rik",9.13750772986874e-05,0.811969502194025,0.299,0.172,1,"2","E230029C05Rik"
"Kcnt2",9.1852410318125e-05,0.899409650223502,0.47,0.33,1,"2","Kcnt2"
"Glud1",9.3841665645282e-05,0.658553070308946,0.451,0.302,1,"2","Glud1"
"Gdpd2",9.46191492520523e-05,0.82701977278863,0.262,0.144,1,"2","Gdpd2"
"Arl15",9.61195089860507e-05,0.827261279327842,0.64,0.508,1,"2","Arl15"
"Sbno1",0.000101091126888488,0.426816458778914,0.744,0.602,1,"2","Sbno1"
"Specc1",0.000102082657732739,0.432498669170621,0.683,0.534,1,"2","Specc1"
"Fbxo8",0.000103011943965142,0.676387757103204,0.305,0.173,1,"2","Fbxo8"
"Trim37",0.00010394454805382,0.587306441189455,0.549,0.409,1,"2","Trim37"
"Dcaf5",0.00010553752251732,0.654175925820048,0.518,0.358,1,"2","Dcaf5"
"Snx6",0.000110690086461821,0.611699256878337,0.445,0.296,1,"2","Snx6"
"Kcmf1",0.000112977227554553,0.595933618542159,0.494,0.345,1,"2","Kcmf1"
"Brinp1",0.000122371228791435,0.634006707332215,0.598,0.48,1,"2","Brinp1"
"Zfand6",0.000124130989240742,1.10340708376581,0.262,0.152,1,"2","Zfand6"
"Nxn",0.000125256320428011,1.11064982364695,0.25,0.141,1,"2","Nxn"
"Ppfia2",0.000138460822513441,0.407805539957036,0.86,0.824,1,"2","Ppfia2"
"Me1",0.000142136166404595,0.860173717625931,0.268,0.152,1,"2","Me1"
"Ctbp2",0.000153388481082022,0.517929886271126,0.439,0.283,1,"2","Ctbp2"
"Nsun7",0.000154926495487136,0.445527905530167,0.567,0.4,1,"2","Nsun7"
"Gabra2",0.000155244856314503,0.569940214227126,0.744,0.688,1,"2","Gabra2"
"Btbd9",0.000156813374693235,0.395173751434397,0.774,0.648,1,"2","Btbd9"
"Magi21",0.000169057675482479,0.22540206776483,1,0.995,1,"2","Magi2"
"Ube2e21",0.000173208122915937,0.285686637152253,0.945,0.897,1,"2","Ube2e2"
"Fmnl2",0.000176079195060601,0.458229873427544,0.652,0.498,1,"2","Fmnl2"
"Ubap1l",0.00017693473118955,0.409649645909916,0.628,0.445,1,"2","Ubap1l"
"Nrg1",0.000185078745482621,0.565456319900987,0.86,0.823,1,"2","Nrg1"
"Lrrtm4",0.000198558063759661,0.418755564597419,0.933,0.93,1,"2","Lrrtm4"
"Dnajc6",0.000203732778052896,0.3897485444929,0.793,0.689,1,"2","Dnajc6"
"Ext1",0.000210400713984555,0.911908670375143,0.512,0.401,1,"2","Ext1"
"Insr",0.000212992838406297,0.432909916013828,0.604,0.455,1,"2","Insr"
"Add3",0.000220892803025184,0.739903358491784,0.335,0.21,1,"2","Add3"
"Galnt2",0.000223468408653989,0.662549201438426,0.433,0.295,1,"2","Galnt2"
"Dlg1",0.000225627053467512,0.472269197863221,0.671,0.536,1,"2","Dlg1"
"Gm26691",0.000225687796151414,0.587893917545283,0.61,0.482,1,"2","Gm26691"
"Sec24b",0.000230313526350282,0.406320282177735,0.683,0.558,1,"2","Sec24b"
"Syt7",0.000249292845951678,0.440803859740851,0.591,0.44,1,"2","Syt7"
"Rab27b",0.000250460610282043,0.996863442943558,0.451,0.339,1,"2","Rab27b"
"Cep112it",0.000251123737895758,0.847778332955427,0.299,0.18,1,"2","Cep112it"
"Gm26871",0.000255248685570176,0.382755332613195,0.939,0.876,1,"2","Gm26871"
"Srgap21",0.0002585942916351,0.411207672126942,0.799,0.695,1,"2","Srgap2"
"Ulk2",0.000263798169518048,0.410188099617448,0.732,0.609,1,"2","Ulk2"
"Slc22a15",0.000265263534910759,0.660042055396655,0.311,0.184,1,"2","Slc22a15"
"Mier1",0.000265678192000133,0.594793905719199,0.396,0.258,1,"2","Mier1"
"Cdyl2",0.000273468310578019,0.856767116182682,0.287,0.172,1,"2","Cdyl2"
"Armc2",0.000280658704154837,0.682894930223707,0.317,0.192,1,"2","Armc2"
"Slc8a3",0.000281007770827448,0.489870348242341,0.713,0.602,1,"2","Slc8a3"
"Rmdn3",0.00029812458446702,0.68684211474037,0.25,0.138,1,"2","Rmdn3"
"Ewsr1",0.000305354179720973,0.354835566827456,0.713,0.539,1,"2","Ewsr1"
"Smyd3",0.000308034471055522,0.352294533321894,0.829,0.741,1,"2","Smyd3"
"Ttc8",0.000321775368373621,0.458573127067253,0.579,0.42,1,"2","Ttc8"
"Cul1",0.000328855650152988,0.561311232656511,0.573,0.448,1,"2","Cul1"
"Mlxip",0.000336163453685641,0.590730222187365,0.415,0.273,1,"2","Mlxip"
"Kansl1",0.0003388283483329,0.337800420200309,0.848,0.736,1,"2","Kansl1"
"Acer3",0.000346124125998507,0.555052242184829,0.415,0.276,1,"2","Acer3"
"Slc16a7",0.000351313000342678,0.629508939674418,0.341,0.211,1,"2","Slc16a7"
"Oxr11",0.000356758323683569,0.36119093381029,0.732,0.598,1,"2","Oxr1"
"Sh3glb1",0.000357037826743812,0.49536096993161,0.506,0.361,1,"2","Sh3glb1"
"Tmem196",0.000359084823392198,0.616452786848972,0.36,0.234,1,"2","Tmem196"
"Tmem132a",0.000380863310966025,0.642276562306925,0.402,0.274,1,"2","Tmem132a"
"Fndc3a",0.000382891871873176,0.407238428688745,0.646,0.508,1,"2","Fndc3a"
"Nalcn",0.000414351114896372,0.304992748046344,0.963,0.926,1,"2","Nalcn"
"Fgf12",0.000415245512019781,0.242754848912734,0.988,0.965,1,"2","Fgf12"
"Jmy",0.000417218223870233,0.841391890295766,0.287,0.177,1,"2","Jmy"
"Gm1976",0.000417683729153682,0.480075928553321,0.476,0.333,1,"2","Gm1976"
"Cdh6",0.000428880608814935,0.77114034904703,0.25,0.145,1,"2","Cdh6"
"Zfp715",0.000431544763781216,0.790590039578199,0.256,0.148,1,"2","Zfp715"
"Alms1",0.00043242841956812,0.533036778661334,0.463,0.326,1,"2","Alms1"
"Eif2ak4",0.000437179032748843,0.549338590990435,0.512,0.38,1,"2","Eif2ak4"
"Raf1",0.000446424379361659,0.524247610027604,0.5,0.354,1,"2","Raf1"
"Atxn71",0.000449379468509795,0.53483902129532,0.494,0.358,1,"2","Atxn7"
"Fancm",0.000452497756046025,0.759410740691015,0.268,0.158,1,"2","Fancm"
"Cfl2",0.000466552079237402,0.608839602739097,0.299,0.179,1,"2","Cfl2"
"Aff2",0.000466913447396554,0.562327572988004,0.598,0.464,1,"2","Aff2"
"Fgf14",0.000474725966215762,0.212885671573586,1,0.999,1,"2","Fgf14"
"Fam160b1",0.000481920243539489,0.808072859390603,0.305,0.192,1,"2","Fam160b1"
"Snta1",0.000515171601825017,0.52334338245749,0.372,0.236,1,"2","Snta1"
"Nxph1",0.000534161222623345,1.00072648884133,0.409,0.283,1,"2","Nxph1"
"Tsc22d1",0.000539231429913698,0.399313146985827,0.591,0.427,1,"2","Tsc22d1"
"Gucy1b1",0.000547505801727361,0.774600620514931,0.287,0.176,1,"2","Gucy1b1"
"Pou2f21",0.000567176423478536,0.360481773537747,0.567,0.427,1,"2","Pou2f2"
"Cnot2",0.000582659794831453,0.51752214372877,0.463,0.327,1,"2","Cnot2"
"Fars2",0.00059158099233956,0.518548198876985,0.494,0.355,1,"2","Fars2"
"Bsn",0.000608750701235076,0.382362990609225,0.665,0.511,1,"2","Bsn"
"Plekha5",0.000610014561699058,0.312317216070988,0.872,0.793,1,"2","Plekha5"
"Samd51",0.000622081246629438,0.351547274299907,0.762,0.611,1,"2","Samd5"
"Sos2",0.000658765893211528,0.500073603134643,0.5,0.361,1,"2","Sos2"
"Atad2b",0.000661107244803997,0.453851335063859,0.628,0.497,1,"2","Atad2b"
"Ergic2",0.000667145497132434,0.580166581069594,0.396,0.27,1,"2","Ergic2"
"Rabgap1l",0.000690395631011532,0.327005275909639,0.811,0.714,1,"2","Rabgap1l"
"Rttn",0.000702818022996385,0.727199852356511,0.274,0.167,1,"2","Rttn"
"Rapgef4",0.000716411430057108,0.306861351806842,0.793,0.674,1,"2","Rapgef4"
"Rab14",0.000730862188442427,0.442790812274149,0.482,0.342,1,"2","Rab14"
"Sema6d1",0.000739778879880325,0.404971066893721,0.75,0.646,1,"2","Sema6d"
"Shtn1",0.000748706837556828,0.425041308845686,0.659,0.511,1,"2","Shtn1"
"Pbx4",0.000753455258328392,0.583219483666212,0.396,0.266,1,"2","Pbx4"
"Fam13a",0.000786397646228958,0.534606347310316,0.463,0.337,1,"2","Fam13a"
"Kantr",0.000803603260911229,0.774714870765704,0.354,0.243,1,"2","Kantr"
"Ralgps2",0.000803711573755787,0.483679164883974,0.573,0.442,1,"2","Ralgps2"
"Iqcb1",0.000818599941326272,0.601710767772412,0.409,0.286,1,"2","Iqcb1"
