"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","sig","log10_p","gene_label"
"Tmem135",2.90656489457807e-09,-1.50405664601008,0.066,0.272,5.12834309999354e-05,"Down",4.29002292704436,""
"Ncoa7",2.91054896282056e-09,-0.900126640648117,0.217,0.495,5.1353725900006e-05,"Down",4.28942804127585,""
"Srrm1",2.96203841083135e-09,0.601145482255845,0.896,0.831,5.22622057207084e-05,"Up",4.28181226487051,""
"Cds2",3.03519513450951e-09,-2.25839444535079,0.024,0.198,5.35529829532857e-05,"Down",4.27121633353294,""
"Asxl2",3.08554382624749e-09,-1.21625722866139,0.104,0.332,5.44413352703106e-05,"Down",4.26407123149559,""
"Immp2l",3.08636080220076e-09,-2.08846944390848,0.042,0.229,5.44557499940301e-05,"Down",4.26395625624183,""
"Sdk1",3.08736581648437e-09,-1.27757809396872,0.226,0.479,5.44734824660501e-05,"Down",4.26381485958195,""
"R3hdm1",3.16886237302865e-09,-0.57957999297749,0.335,0.67,5.59114077097175e-05,"Down",4.25249957315241,""
"Mgat5",3.25584840940857e-09,-1.26024524103873,0.108,0.336,5.74461893356048e-05,"Down",4.24073877472867,""
"Sppl3",3.28797963470224e-09,-1.3185295184255,0.094,0.317,5.80131126746864e-05,"Down",4.23647383197812,""
"Tbc1d5",3.30334329275385e-09,-1.12966113122858,0.099,0.328,5.82841890573489e-05,"Down",4.23444924174915,""
"Slc8a3",3.36572284155146e-09,-0.845565109866962,0.226,0.51,5.9384813816334e-05,"Down",4.22632460079295,""
"Dennd1b",3.37221531361051e-09,-1.72527087614925,0.047,0.24,5.94993669933438e-05,"Down",4.22548765465397,""
"Serinc1",3.4483099691827e-09,-2.50817275448232,0.024,0.194,6.08419810962595e-05,"Down",4.21579665317976,""
"Abr",3.49672848921149e-09,-0.716310008577628,0.33,0.672,6.16962774636476e-05,"Down",4.20974103897758,""
"Caln1",3.50960542035538e-09,-1.34378593658143,0.108,0.334,6.19234780367503e-05,"Down",4.20814465875688,""
"Ogdh",3.55349694798221e-09,-0.851728940167906,0.151,0.411,6.26979001501981e-05,"Down",4.20274700412069,""
"Tmem117",3.55998402327754e-09,-1.4886645955931,0.075,0.286,6.28123581067089e-05,"Down",4.20195490197075,""
"Gad2",3.57233374874184e-09,-0.936331525451329,0.208,0.472,6.3030256662801e-05,"Down",4.20045092439888,""
"Scamp1",3.69812904896654e-09,-1.59933388708428,0.047,0.24,6.52497889399656e-05,"Down",4.18542088877675,""
"Zfp236",3.71347732616667e-09,-1.75001753848494,0.047,0.239,6.55205939428848e-05,"Down",4.18362217435893,""
"Nelfb",3.76193985299175e-09,-3.14560267509761,0.005,0.158,6.63756667661863e-05,"Down",4.17799110325253,""
"Zzz3",3.91190986213651e-09,-2.62486897919141,0.019,0.185,6.90217376075366e-05,"Down",4.16101411163587,""
"Cnrip1",3.95469536013335e-09,-2.07691966915661,0.042,0.226,6.97766449341928e-05,"Down",4.15628991653876,""
"Reps1",4.00943729008131e-09,-1.82763259377893,0.052,0.242,7.07425115461946e-05,"Down",4.15031952564523,""
"Prlr",4.02512250614737e-09,-1.18212855112272,0.118,0.35,7.10192614984642e-05,"Down",4.14862384806946,""
"Dhdds",4.04376503621607e-09,-1.72973052433995,0.052,0.246,7.13481902989963e-05,"Down",4.14661703801012,""
"Farp1",4.07460398119114e-09,-0.913442477512338,0.193,0.466,7.18923126441364e-05,"Down",4.14331754570502,""
"Anapc1",4.12795629781425e-09,-1.60609917517157,0.075,0.277,7.28336609186347e-05,"Down",4.13766786007452,""
"Ino80d",4.16362064264893e-09,-1.89654230329908,0.042,0.228,7.34629226188978e-05,"Down",4.13393179785281,""
"Hs2st1",4.21690550682448e-09,-1.57640749023477,0.057,0.253,7.44030807624111e-05,"Down",4.12840908151844,""
"Ireb2",4.35504698522905e-09,-2.12323486206915,0.024,0.194,7.68404490073813e-05,"Down",4.11441010605841,""
"Ptbp2",4.39941533385798e-09,-1.13134750785647,0.094,0.317,7.76232841505902e-05,"Down",4.11000798671445,""
"Pkd2",4.41733521482298e-09,-2.31587994001155,0.028,0.202,7.79394625303367e-05,"Down",4.1082425934229,""
"Bach2",4.42183349154877e-09,-0.801996666792078,0.113,0.352,7.80188301248864e-05,"Down",4.10780056612517,""
"Psma3",4.55089095555199e-09,-1.54084630501182,0.075,0.281,8.02959200197592e-05,"Down",4.09530652144512,""
"Pcbp2",4.6141422146737e-09,-1.34206946399241,0.085,0.299,8.14119252357028e-05,"Down",4.0893119749053,""
"Acap2",4.6335988996216e-09,-1.34235215137274,0.071,0.281,8.17552189849235e-05,"Down",4.08748451384803,""
"Ttc28",4.68810966699898e-09,-1.02906815089463,0.17,0.422,8.271700696453e-05,"Down",4.08240518849464,""
"Pak7",4.85831882086957e-09,-0.991444989513611,0.123,0.369,8.57201772754227e-05,"Down",4.06691693947741,""
"Khdc4",4.88247778244385e-09,-1.6995842324856,0.061,0.257,8.61464379934393e-05,"Down",4.06476267517214,""
"St7",4.98199502964568e-09,-1.20935001985775,0.104,0.325,8.79023203030683e-05,"Down",4.05599966097266,""
"Rundc3b",5.02561661962663e-09,-0.78858798707452,0.123,0.369,8.86719796366922e-05,"Down",4.05221359563254,""
"Dctn4",5.05080769320918e-09,-1.92074199817041,0.047,0.233,8.91164509389828e-05,"Down",4.0500421175957,""
"Atp13a3",5.07830160815535e-09,-2.13257272664849,0.033,0.209,8.9601553574293e-05,"Down",4.04768446017165,""
"Gmcl1",5.14258031346207e-09,-1.48928551018882,0.061,0.261,9.07356870507247e-05,"Down",4.04222186794621,""
"Hecw2",5.15100852406182e-09,-0.988305281983044,0.118,0.363,9.08843943985467e-05,"Down",4.04151068232737,""
"Tm9sf4",5.23347633640895e-09,-0.941961428058297,0.118,0.36,9.23394564795995e-05,"Down",4.0346126860834,""
"Dop1a",5.31935983022849e-09,-0.87484723219976,0.165,0.426,9.38547848445514e-05,"Down",4.027543581555,""
"Mtmr3",5.37956312542381e-09,-1.46155739520718,0.075,0.281,9.49170117849778e-05,"Down",4.02265594287066,""
"Hdac8",5.39073568614133e-09,-0.815930189307842,0.184,0.448,9.51141404462777e-05,"Down",4.02175491249189,""
"Gng2",5.39815747637844e-09,-1.38196913046932,0.085,0.297,9.52450905132213e-05,"Down",4.02115740114282,""
"Trim37",5.40717761738881e-09,-1.25078491178966,0.085,0.303,9.54042418812082e-05,"Down",4.02043231518431,""
"Snd1",5.62042843117751e-09,-1.07521334720621,0.09,0.31,9.9166839239696e-05,"Down",4.0036335288825,""
"Slit2",5.70634389332874e-09,-1.83842983356414,0.085,0.286,0.000100682731653892,"Down",3.99704500998782,""
"Sema6d",5.71240881427694e-09,-1.09931996397725,0.25,0.497,0.000100789741119102,"Down",3.9965836702923,""
"Nav3",5.76007386665935e-09,-0.635210923412871,0.679,0.809,0.000101630743303338,"Down",3.99297489808207,""
"Thoc7",5.78687250743132e-09,-1.418026827019,0.061,0.261,0.000102103578521118,"Down",3.99095903651505,""
"Mark1",5.83226136919626e-09,-1.33824775304,0.094,0.308,0.000102904419598099,"Down",3.98756597250824,""
"Armc8",5.86454241002369e-09,-1.56380745345513,0.052,0.244,0.000103473986282458,"Down",3.98516881961762,""
"Lrrc45",5.91414220607176e-09,1.33642886903601,0.542,0.457,0.00010434912508393,"Up",3.9815111879288,""
"Tead1",5.93174936359105e-09,-1.78348549009455,0.061,0.253,0.0001046597857712,"Down",3.98022015855566,""
"Rfx7",5.9958393161547e-09,-0.743602698921507,0.156,0.417,0.000105790588894233,"Down",3.97555296531686,""
"Rpgr",6.00369949581971e-09,-1.32672149965898,0.08,0.29,0.000105929273904243,"Down",3.97498400459311,""
"Magi2",6.03606294884132e-09,-0.469938231987993,0.986,0.963,0.000106500294669356,"Down",3.97264919059991,""
"Helz",6.04575807149756e-09,-0.878011732351819,0.175,0.435,0.000106671355413503,"Down",3.97195218653609,""
"Pigu",6.10187609906458e-09,-1.87484723219976,0.033,0.209,0.000107661501891895,"Down",3.9679395660138,""
"Tmem241",6.12565048832707e-09,-3.26716465497852,0.009,0.163,0.000108080977216043,"Down",3.96625073728713,""
"Sec63",6.19895492608307e-09,-2.38674627073119,0.028,0.198,0.00010937436071581,"Down",3.96108447237793,""
"Ptprz1",6.23285277959546e-09,-0.98775050595587,0.236,0.494,0.000109972454443182,"Down",3.95871608194554,""
"Large1",6.28441714520571e-09,-0.798146987512025,0.34,0.633,0.000110882256110009,"Down",3.95513794609663,""
"Matk",6.33436690773439e-09,1.05109090069808,0.623,0.589,0.000111763569720066,"Up",3.95169973533904,""
"Aopep",6.48902337931981e-09,-0.915036322315459,0.151,0.4,0.000114492328504719,"Down",3.9412236120113,""
"Lingo2",6.55390382547136e-09,-0.588054999701811,0.995,0.947,0.000115637079096617,"Down",3.93690288680631,""
"Herc3",6.58655948860927e-09,-1.51512551512408,0.057,0.25,0.000116213255617022,"Down",3.93474433224695,""
"Kmt2a",6.70916596971117e-09,0.560071580278869,0.962,0.862,0.000118376524369584,"Up",3.92673441541392,""
"Slc8a1",7.11255618821715e-09,-0.843107366443108,0.387,0.664,0.000125493941384903,"Down",3.90137724061018,""
"Slc4a3",7.18898403224132e-09,1.1045623637081,0.542,0.426,0.000126842434264866,"Up",3.896735431911,""
"Glud1",7.22826662195017e-09,-1.83944189606856,0.052,0.237,0.000127535536277689,"Down",3.89436878731656,""
"Ppip5k2",7.28079770786411e-09,-1.31587994001155,0.066,0.268,0.000128462394757554,"Down",3.89122398625857,""
"Fgf12",7.44952895533422e-09,-0.577044160607364,0.868,0.877,0.000131439488887917,"Down",3.88127413835562,""
"Mbnl1",7.54784551875804e-09,-1.28550629096803,0.085,0.294,0.000133174186332967,"Down",3.87557994798546,""
"Cpne1",7.60021461466046e-09,-2.93058978412676,0.014,0.171,0.000134098186661069,"Down",3.87257709484352,""
"Fam168a",7.66080512707929e-09,-0.741237624554316,0.264,0.556,0.000135167245662187,"Down",3.86912853584681,""
"Farsb",7.70932424068205e-09,-1.8681056543207,0.033,0.209,0.000136023316902594,"Down",3.86638663917275,""
"Mtus2",7.73737162037526e-09,-0.940627306838568,0.193,0.453,0.000136518184869901,"Down",3.86480949468454,""
"Nktr",7.78724946284708e-09,0.623449105491901,0.91,0.859,0.000137398229522474,"Up",3.86201886344513,""
"Napb",7.80048615591742e-09,-1.6483772766091,0.038,0.217,0.000137631777735007,"Down",3.86128128047843,""
"Slc7a6",7.91582318849405e-09,-1.94939418556481,0.042,0.222,0.000139666784337789,"Down",3.85490686585434,""
"Afg3l1",7.93494068406116e-09,-1.18990590171444,0.113,0.334,0.000140004093429575,"Down",3.85385926626542,""
"Cog5",8.0569450934995e-09,-1.69167490687765,0.08,0.277,0.000142156739229705,"Down",3.84723254687121,""
"Ptpn12",8.16045864704171e-09,-1.28762167997003,0.08,0.288,0.000143983132368404,"Down",3.84168838254642,""
"Ralgps1",8.21416810891774e-09,-0.683978216331836,0.274,0.576,0.000144930782113745,"Down",3.83883936413297,""
"Stk39",8.31506289176157e-09,-1.42118409402207,0.075,0.279,0.000146710969662241,"Down",3.83353741249844,""
"Sec24b",8.52398129329347e-09,-0.698219551594732,0.17,0.442,0.00015039712593887,"Down",3.82276046295193,""
"Ric3",8.54259163846295e-09,-3.56064017437645,0.009,0.16,0.00015072548686904,"Down",3.82181330461507,""
"E230016M11Rik",8.63671511925995e-09,-2.87302449659294,0.019,0.178,0.000152386201564222,"Down",3.81705435619734,""
"Cbx6",8.63815031300556e-09,-1.42922141308749,0.071,0.27,0.00015241152412267,"Down",3.81698219393037,""
"Riok3",8.69043965637048e-09,-1.06497928981361,0.094,0.319,0.000153334117297001,"Down",3.8143612025801,""
"Oxr1",8.81458336209794e-09,-1.04900346788336,0.193,0.45,0.000155524508840856,"Down",3.80820116152069,""
"Hs6st3",8.84666282434365e-09,-1.22380213740938,0.358,0.596,0.000156090518872719,"Down",3.8066234757096,""
"Tbc1d32",9.14891853701738e-09,-1.74633249167708,0.038,0.217,0.000161423518667135,"Down",3.79203319028772,""
"Gm31282",9.15816051229624e-09,-1.93897756961948,0.038,0.215,0.000161586584078955,"Down",3.79159469988784,""
"Uqcc1",9.17647206669232e-09,-2.49578903002648,0.024,0.187,0.000161909673144719,"Down",3.79072720394657,""
"Tmem132b",9.43089822898937e-09,-1.10464443475796,0.132,0.367,0.000166398768352288,"Down",3.77884989258727,""
"Frs2",9.44915115698794e-09,-1.88066455879507,0.042,0.222,0.000166720823013895,"Down",3.77801015448955,""
"Nrp1",9.56522668341247e-09,-0.944264721023833,0.165,0.417,0.00016876885960213,"Down",3.77270768419486,""
"Zfp445",9.60107083992249e-09,-0.755894104821605,0.198,0.479,0.000169401293899593,"Down",3.77108327681932,""
"Mib1",9.68881888879562e-09,-2.22277053562007,0.028,0.196,0.00017094952047391,"Down",3.76713211309393,""
"Etnk1",9.69173132667430e-09,-0.807733036341223,0.203,0.472,0.000171000907527841,"Down",3.76700158473482,""
"Vezt",9.70597826669817e-09,-0.789295788084547,0.189,0.457,0.000171252280537623,"Down",3.76636363637095,""
"Taz",9.79056234531399e-09,-1.48150480402024,0.09,0.294,0.00017274468202072,"Down",3.76259531358969,""
"Dhx30",9.7978753620047e-09,-0.830453112841306,0.118,0.35,0.000172873712887211,"Down",3.76227104036384,""
"Nsmce2",9.84047487175962e-09,-1.48580494145386,0.08,0.281,0.000173625338637327,"Down",3.76038689420938,""
"Reep1",9.8705403892166e-09,-0.884722775369427,0.179,0.437,0.000174155814627338,"Down",3.75906202095647,""
"Arid1b",9.91712625039608e-09,-0.846079347990706,0.151,0.411,0.000174977775561988,"Down",3.75701710882072,""
"Ckap5",1.01556391569685e-08,-1.03432544620696,0.146,0.378,0.000179186097285552,"Down",3.74669568946405,""
"Tsc1",1.01870620046e-08,-0.784649423228182,0.208,0.484,0.000179740522009162,"Down",3.74535400134923,""
"Ctdspl2",1.02827936156218e-08,-1.40536194889854,0.052,0.24,0.000181429610554031,"Down",3.74129183165978,""
"Rasal2",1.03365709576778e-08,-0.84371233344679,0.208,0.479,0.000182378457977266,"Down",3.73902646060249,""
"Cttnbp2",1.0446389057295e-08,-1.00977681228587,0.17,0.417,0.000184316088526914,"Down",3.73443675456115,""
"Tbc1d9",1.04492043892956e-08,-2.12089092160085,0.033,0.204,0.000184365762244731,"Down",3.73431972671381,""
"Uxs1",1.04644840700994e-08,-2.59863743761823,0.019,0.178,0.000184635356932834,"Down",3.73368512968881,""
"Zmat1",1.06550545914104e-08,-0.89582436596608,0.142,0.383,0.000187997783210846,"Down",3.72584727172022,""
"Ptprn2",1.07217439123948e-08,-0.429949863010007,0.948,0.945,0.000189174449590294,"Down",3.72313752095361,""
"Morf4l1",1.07579082386776e-08,-1.33083028147752,0.094,0.301,0.000189812532963227,"Down",3.7216751153172,""
"Gpr45",1.0842560071232e-08,-0.906841181354148,0.108,0.341,0.000191306129896817,"Down",3.71827111393658,""
"Nell1",1.08548094156096e-08,-1.25093406609746,0.203,0.442,0.000191522257329016,"Down",3.71778074820459,""
"Vps13b",1.10455784967821e-08,-0.55780038700726,0.363,0.703,0.000194888186997224,"Down",3.71021448452221,""
"Crebrf",1.10839329458767e-08,-1.41180436001008,0.061,0.259,0.000195564912897049,"Down",3.70870906111326,""
"Ric8b",1.11014505285522e-08,-1.59473931300702,0.047,0.231,0.000195873993125775,"Down",3.70802322297284,""
"Tmem255a",1.12531854749433e-08,-2.06407278960101,0.028,0.196,0.000198551204519899,"Down",3.70212747392491,""
"Pld5",1.13454707238088e-08,-1.55837356740451,0.09,0.29,0.000200179485450882,"Down",3.69858043141206,""
"Fam117b",1.13770332458527e-08,-1.8857355483425,0.042,0.218,0.000200736374589824,"Down",3.69737392371443,""
"Mysm1",1.13920619045412e-08,-0.9069946677143,0.08,0.295,0.000201001540243726,"Down",3.69680061463529,""
"Arid2",1.14311576708711e-08,-1.37734757272894,0.08,0.283,0.00020169134594485,"Down",3.6953127358429,""
"Zfp280c",1.15604832764371e-08,-2.35205355256503,0.019,0.176,0.000203973166929455,"Down",3.69042696110819,""
"Tmem196",1.19158362343204e-08,-2.22277053562007,0.038,0.209,0.000210243014518349,"Down",3.67727842504983,""
"Gabrb2",1.1966240251718e-08,-1.51016021180295,0.09,0.292,0.000211132343001313,"Down",3.67544523276969,""
"Mtmr1",1.19745678103315e-08,-2.1958034880198,0.019,0.18,0.00021127927444549,"Down",3.67514310320998,""
"Mff",1.20353821956375e-08,-2.85503875111958,0.009,0.16,0.000212352283459828,"Down",3.67294306460657,""
"Npas3",1.21540707342138e-08,-1.28417108028421,0.104,0.319,0.000214446424034468,"Down",3.66868119136963,""
"Abcc1",1.23076618498966e-08,-2.97409142276334,0.019,0.174,0.000217156385679576,"Down",3.66322739529264,""
"Bicdl1",1.24514392460784e-08,-1.19653899404689,0.118,0.334,0.000219693194057807,"Down",3.65818339701177,""
"Gpc6",1.24645032967612e-08,-1.26459071131469,0.16,0.389,0.000219923696168055,"Down",3.65772797409265,""
"Frmd4a",1.24742181700595e-08,-0.436808857537944,0.986,0.967,0.000220095105392529,"Down",3.65738961544143,""
"Gm9801",1.27106240559452e-08,-0.749866542091382,0.137,0.387,0.000224266250843098,"Down",3.64923607717675,""
"Atrn",1.28135804701712e-08,-0.826111565656078,0.127,0.369,0.000226082813815701,"Down",3.64573245025389,""
"Mdh1",1.28757141821979e-08,-3.51227715281505,0.005,0.149,0.000227179101030699,"Down",3.64363162333299,""
"2210408F21Rik",1.28842581808783e-08,-0.888351496549508,0.142,0.387,0.000227329851343416,"Down",3.64334353205991,""
"Slc6a6",1.29320262371009e-08,-0.988305281983044,0.108,0.33,0.000228172670927409,"Down",3.64173637383622,""
"Fbxl2",1.29401347423628e-08,-0.902950103694696,0.146,0.393,0.000228315737394249,"Down",3.64146415233839,""
"Trpc4",1.32228172757532e-08,-1.93793175946792,0.052,0.235,0.00023330338801339,"Down",3.63207895437026,""
"Akap17b",1.32658531356048e-08,-1.5899795098083,0.071,0.264,0.000234062712724611,"Down",3.63066776591782,""
"Ankfy1",1.3284349272519e-08,-1.35865396370184,0.071,0.27,0.000234389058564325,"Down",3.63006266533332,""
"Socs7",1.33683989082696e-08,-1.41039753879584,0.071,0.266,0.000235872030337509,"Down",3.62732355462204,""
"Mapkap1",1.33982481792974e-08,-0.959736129786273,0.094,0.31,0.000236398690875523,"Down",3.6263549328124,""
"Ccdc34",1.34776009263161e-08,-1.52857896514415,0.066,0.259,0.000237798790743921,"Down",3.62379035818906,""
"Chchd3",1.34824386019217e-08,-0.992902993721473,0.104,0.323,0.000237884146692307,"Down",3.62363449967549,""
"Btbd1",1.34908874842073e-08,-1.91464824025773,0.038,0.211,0.000238033218771354,"Down",3.62336243066456,""
"Usp15",1.35874029399897e-08,-0.695003436480454,0.156,0.417,0.000239736137473177,"Down",3.62026649611961,""
"Lgi1",1.38210007066584e-08,-1.52161501739439,0.057,0.246,0.000243857736468281,"Down",3.6128634617161,""
"Phtf1",1.383062147585e-08,-1.08032627059986,0.104,0.323,0.000244027485319898,"Down",3.61256125542147,""
"Arhgef11",1.38395923606541e-08,-1.17778308084676,0.108,0.321,0.000244185767611381,"Down",3.61227965254498,""
"Epha6",1.39804034988226e-08,-1.17998566912327,0.288,0.53,0.000246670239333227,"Down",3.60788324480705,""
"Prnp",1.4326983105326e-08,-1.65770759233662,0.047,0.229,0.000252785289910372,"Down",3.59724820213265,""
"Chl1",1.44144079345313e-08,-0.917404632079953,0.198,0.455,0.00025432781359687,"Down",3.59460614225797,""
"Ctps2",1.44229436755528e-08,-1.97079131829527,0.042,0.217,0.000254478418211453,"Down",3.59434904338267,""
"Arnt",1.45145004100405e-08,-1.36363307145992,0.071,0.268,0.000256093845234754,"Down",3.59160085891034,""
"Trmt11",1.46064547084746e-08,-2.72527087614925,0.014,0.167,0.000257716286876325,"Down",3.58885813450689,""
"Csde1",1.46360042199877e-08,-1.51512551512408,0.071,0.264,0.000258237658457462,"Down",3.58798042485925,""
"Zzef1",1.47116263138646e-08,-0.75645253139753,0.269,0.554,0.000259571934681827,"Down",3.58574226592297,""
"Gm49797",1.47167556344556e-08,-0.945591947466003,0.099,0.316,0.000259662436414334,"Down",3.58559087223404,""
"Kifap3",1.47185491176914e-08,-0.812058961744013,0.198,0.462,0.000259694080632547,"Down",3.58553794940004,""
"Dixdc1",1.47426092888379e-08,-1.02247188513424,0.118,0.339,0.000260118598292256,"Down",3.58482859495162,""
"Mpv17l",1.47858000802763e-08,-1.65666706215023,0.061,0.248,0.000260880656616395,"Down",3.58355812111517,""
"Ncoa5",1.50572192117897e-08,-1.55428467933663,0.057,0.244,0.000265669575772818,"Down",3.57565817773322,""
"Pam",1.50758103173834e-08,-0.754132152866142,0.269,0.552,0.000265997597239913,"Down",3.57512228633946,""
"Trappc8",1.51410648423676e-08,-1.30918528743754,0.066,0.261,0.000267148948078734,"Down",3.57324653154846,""
"Nckap5",1.51928181352144e-08,-1.48108253121146,0.09,0.29,0.000268062083177722,"Down",3.57176461172114,""
"Hnrnph3",1.52403404866548e-08,-1.46968527609058,0.08,0.277,0.000268900567546537,"Down",3.57040828114572,""
"Atf6",1.52429954592937e-08,-2.1091137538245,0.038,0.207,0.000268947411883777,"Down",3.57033263063479,""
"Dph6",1.53045590125593e-08,-2.8857355483425,0.009,0.158,0.000270033639217596,"Down",3.56858213059447,""
"Gm5577",1.54078928665877e-08,-1.48928551018882,0.061,0.253,0.000271856861738073,"Down",3.56565970081797,""
"Mecp2",1.54291224860439e-08,-1.28379996901763,0.071,0.268,0.000272231437143759,"Down",3.56506172413742,""
"Srpk2",1.5770989659669e-08,-0.779163884144452,0.208,0.475,0.000278263341555199,"Down",3.55554400390287,""
"Ndufs4",1.58273781612241e-08,-1.85282092586976,0.038,0.211,0.000279258260276639,"Down",3.55399397187572,""
"Pde4dip",1.60351387002962e-08,-0.525757066853969,0.358,0.695,0.000282923987228026,"Down",3.54833023006461,""
"Kcnma1",1.6334600681012e-08,-0.549990156107493,0.524,0.763,0.000288207694415776,"Down",3.54029442880411,""
"Gm26691",1.64133622914961e-08,-0.970934336391137,0.175,0.417,0.000289597364271158,"Down",3.53820539512579,""
"Slc7a14",1.65816071142797e-08,-1.13105436652845,0.118,0.347,0.00029256587592435,"Down",3.53377633016559,""
"Nfx1",1.66085018782434e-08,-0.816611187687676,0.184,0.44,0.000293040407139726,"Down",3.53307249095007,""
"Mfap3",1.69701362304423e-08,-2.18624465959495,0.028,0.191,0.000299421083649924,"Down",3.52371762219458,""
"Prkcb",1.70512278774058e-08,-0.533338768342881,0.264,0.558,0.000300851864668948,"Down",3.52164729242253,""
"Hivep2",1.70752644059978e-08,-0.782002761247805,0.226,0.495,0.000301275965179424,"Down",3.52103551355167,""
"Acox1",1.71546254490202e-08,-1.6483772766091,0.047,0.226,0.000302676211422512,"Down",3.51902171070485,""
"Prrc2c",1.71723802418178e-08,0.560780182409516,0.858,0.791,0.000302989476986634,"Up",3.51857245455379,""
"Flnb",1.73180559554628e-08,-0.918578805029513,0.156,0.4,0.000305559779278185,"Down",3.51490381235787,""
"Hspa12a",1.74370748625027e-08,-1.33413164456777,0.075,0.273,0.000307659748873998,"Down",3.51192931878463,""
"H13",1.74737488728749e-08,-0.947405327875554,0.123,0.354,0.000308306825113005,"Down",3.5110168610143,""
"Cdc42",1.75214947376662e-08,-1.99265075225901,0.042,0.215,0.000309149253151383,"Down",3.50983179834067,""
"Wdr59",1.75834701587714e-08,-2.4886645955931,0.019,0.174,0.000310242747481362,"Down",3.50829836217618,""
"Ankrd55",1.77147609793966e-08,-0.731990473955618,0.137,0.383,0.000312559242720474,"Down",3.50506765400594,""
"Rab10",1.79383886070825e-08,-1.79700662974816,0.047,0.224,0.000316504928583364,"Down",3.49961952280336,""
"Npat",1.80058453637751e-08,-1.97079131829527,0.033,0.202,0.000317695135598448,"Down",3.49798943483897,""
"Luzp2",1.80379059825243e-08,-1.28166422467364,0.165,0.394,0.000318260813155658,"Down",3.49721683193493,""
"Shisa9",1.80634754433061e-08,-0.984973421285296,0.165,0.406,0.000318711960721692,"Down",3.4966016378819,""
"Urgcp",1.83380229182952e-08,-1.00936689751087,0.094,0.31,0.0003235560763704,"Down",3.49005043973188,""
"Phlpp2",1.84337811148513e-08,-1.11097971016251,0.108,0.323,0.000325245633990436,"Down",3.4877885245791,""
"Phf24",1.88744625098053e-08,-1.17386093513912,0.071,0.266,0.000333021016523004,"Down",3.47752835786919,""
"Fam13a",1.89663234040078e-08,-1.37228407703942,0.085,0.283,0.000334641810140314,"Down",3.47541979924077,""
"Tnpo3",1.9180386366764e-08,-1.15767550739818,0.094,0.303,0.000338418737055185,"Down",3.47054559960937,""
"Tmtc1",1.98882088785509e-08,-1.9253846249955,0.057,0.235,0.000350907557453152,"Down",3.45480727833673,""
"Abat",2.00053435823161e-08,-0.885735548342496,0.132,0.371,0.000352974282166385,"Down",3.4522569363122,""
"Hdac7",2.00235105679692e-08,-0.965382692927415,0.137,0.374,0.000353294820461249,"Down",3.45186272956653,""
"Elavl1",2.05073004609262e-08,-1.6483772766091,0.047,0.226,0.000361830809332583,"Down",3.44149445639976,""
"Atxn2l",2.05712165856301e-08,-0.72973052433995,0.184,0.444,0.000362958545436858,"Down",3.44014297418179,""
"Kcnn2",2.11018039812696e-08,-0.955290224755081,0.16,0.402,0.000372320229445521,"Down",3.42908336641958,""
"Fer",2.11065060331856e-08,-1.03188591554211,0.094,0.308,0.000372403192449526,"Down",3.42898660465828,""
"Gabrg1",2.12105367332159e-08,-2.04962163330347,0.038,0.207,0.000374238710120862,"Down",3.4268512924042,""
"Dcaf17",2.16389679039532e-08,-2.14876995417629,0.024,0.183,0.000381797949697351,"Down",3.41816640815167,""
"Mnat1",2.16682196512348e-08,-2.58534061500478,0.019,0.172,0.000382314067526388,"Down",3.41757972150312,""
"Ankrd28",2.16875066026525e-08,-1.6287628952959,0.066,0.251,0.000382654366497201,"Down",3.41719332653989,""
"Rab3c",2.18537119446695e-08,-0.774566172406023,0.175,0.431,0.000385586893551748,"Down",3.41387773658168,""
"Trpc1",2.18552228210333e-08,-2.55837356740451,0.019,0.172,0.000385613551454311,"Down",3.41384771227332,""
"Frmd3",2.22242607250166e-08,-0.762353132837214,0.132,0.372,0.000392124856232193,"Down",3.40657562752296,""
"Ano3",2.24169623814756e-08,-2.5359284208797,0.024,0.182,0.000395524884258756,"Down",3.40282618787732,""
"Prr16",2.27303521566224e-08,-1.49578903002648,0.123,0.332,0.000401054333451445,"Down",3.39679678668238,""
"Fndc3a",2.2837496959023e-08,-0.657707592336615,0.198,0.462,0.000402944796345002,"Down",3.39475444836247,""
"Vps35",2.29900248629236e-08,-1.67883530315897,0.024,0.183,0.000405635998681425,"Down",3.39186350994951,""
"Tut4",2.34801883375285e-08,-0.690275454793047,0.25,0.543,0.000414284443027353,"Down",3.3827013747737,""
"Clpb",2.35399791061038e-08,-1.37163392153455,0.066,0.257,0.000415339391348095,"Down",3.38159687786233,""
"Med12l",2.3681494726387e-08,-0.651883220110633,0.226,0.501,0.000417836292952372,"Down",3.37899384021881,""
"Lrpprc",2.39095898467668e-08,-0.952122945676398,0.094,0.308,0.000421860803256354,"Down",3.37483082474915,""
"Srsf7",2.42531243245592e-08,-1.36027405937,0.094,0.295,0.000427922125582522,"Down",3.36863525787228,""
"Arhgap12",2.42842661956813e-08,-1.64978067656499,0.033,0.202,0.000428471592756601,"Down",3.36807796608154,""
"Nell2",2.4394637867798e-08,-1.24446560671939,0.113,0.328,0.000430418990539428,"Down",3.36610857538875,""
"Dpy19l4",2.44161225926861e-08,-2.03469818746749,0.057,0.231,0.000430798067025354,"Down",3.36572625403261,""
"Fam120a",2.44363722438955e-08,-0.83315563322113,0.118,0.349,0.000431155351871292,"Down",3.36536621869301,""
