"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","sig","log10_p","gene_label"
"Gpatch2",2.45212125139805e-08,-1.54469863050743,0.071,0.259,0.000432652273596671,"Down",3.36386100971644,""
"9930021J03Rik",2.47389572718377e-08,-1.07190386999344,0.137,0.36,0.000436494162104304,"Down",3.36002156039562,""
"Klhl3",2.47847970463098e-08,-0.612182227223416,0.16,0.411,0.000437302959085091,"Down",3.35921758391748,""
"Kif5b",2.48493638176526e-08,-0.826011770059532,0.146,0.387,0.000438442175198662,"Down",3.3580876762959,""
"Capza1",2.55033120030834e-08,-1.99536003951699,0.033,0.198,0.000449980436982404,"Down",3.34680636688082,""
"Cwc27",2.59261213824357e-08,-0.953449866938842,0.113,0.338,0.000457440485671696,"Down",3.33966540088862,""
"Frmpd4",2.66009745663632e-08,-1.07221085904469,0.198,0.442,0.000469347595248912,"Down",3.32850540294525,""
"Cntn6",2.66555224639378e-08,-1.11445872458491,0.123,0.343,0.000470310038353718,"Down",3.32761575152162,""
"Slc4a1ap",2.66921167736362e-08,-1.44516295695651,0.052,0.231,0.000470955708354037,"Down",3.32701993474356,""
"Cnot6l",2.67475743308228e-08,-2.28166422467364,0.019,0.172,0.000471934201493037,"Down",3.32611854780759,""
"Tnr",2.69173667251008e-08,-0.982190980613969,0.226,0.483,0.000474930018497679,"Down",3.32337037946855,""
"Gbf1",2.69416695468742e-08,-0.69739683118871,0.193,0.47,0.000475358817485048,"Down",3.32297844590131,""
"Lrfn2",2.71211526915046e-08,-1.23417529889232,0.113,0.325,0.000478525618088907,"Down",3.32009480711006,""
"Map3k7",2.7404137556755e-08,-1.10541358498191,0.08,0.279,0.000483518603051385,"Down",3.31558681207293,""
"Gm1043",2.76500188659115e-08,-0.76333891698277,0.179,0.437,0.000487856932870142,"Down",3.31170751892892,""
"Rab27b",2.78540927768961e-08,-1.52677672251017,0.075,0.268,0.000491457612955555,"Down",3.30851393307768,""
"Fstl5",2.79247307743e-08,-1.5346148497784,0.165,0.374,0.000492703949781749,"Down",3.30741395617132,""
"Tmeff2",2.79603930612306e-08,-0.932991274553744,0.231,0.49,0.000493333175172353,"Down",3.30685967855805,""
"Gm17494",2.80343972831339e-08,-2.5308928309824,0.019,0.171,0.000494638905663614,"Down",3.30571172733883,""
"Grik4",2.80812131596885e-08,-0.834844881958464,0.189,0.44,0.000495464924989545,"Down",3.30498708471587,""
"Cacna2d1",2.81964722846569e-08,-1.65886965042674,0.127,0.328,0.000497498556990486,"Down",3.30320817460062,""
"Dzip1",2.82602899626968e-08,-0.831818654865536,0.17,0.418,0.000498624556101823,"Down",3.30222633731056,""
"Wdr26",2.85688430040831e-08,-0.937793576905596,0.146,0.383,0.000504068665964043,"Down",3.29751029843938,""
"Fbxo38",2.91853847099505e-08,-1.33029899992451,0.08,0.277,0.000514946927822367,"Down",3.28823752851531,""
"Selenoi",2.92714121799267e-08,-3.94158878307601,0.005,0.141,0.000516464796502626,"Down",3.28695927570428,""
"Kmt5b",2.9491742707395e-08,-1.3810326195368,0.066,0.253,0.000520352308329277,"Down",3.28370251452891,""
"Mapre2",2.9665984082241e-08,-1.48056829308771,0.066,0.253,0.000523426623147059,"Down",3.2811441915322,""
"Bbx",2.97229795006872e-08,-1.23133254912349,0.075,0.273,0.000524432250310125,"Down",3.28031060893264,""
"Tnks2",3.02749570844009e-08,-1.11893472463553,0.099,0.308,0.00053417134279717,"Down",3.27231941470269,""
"Map2",3.06811286655599e-08,-0.574445973901481,0.608,0.817,0.000541337834175139,"Down",3.26653161894757,""
"Kcnk10",3.10868502570243e-08,-1.61763015296128,0.047,0.222,0.000548496385934937,"Down",3.2608262296639,""
"Cnot2",3.13150394851071e-08,-1.34306476933778,0.061,0.246,0.00055252255667523,"Down",3.25764998725441,""
"Rasa2",3.15553768389148e-08,-1.23164868696652,0.066,0.259,0.000556763068945814,"Down",3.25432957994379,""
"Aig1",3.15745766767485e-08,-0.989793363642453,0.165,0.396,0.000557101830884551,"Down",3.25406541425326,""
"Uty",3.21334888772572e-08,-1.20074422929007,0.094,0.299,0.000566963277750327,"Down",3.246445069479,""
"Tnpo1",3.28404043718284e-08,-0.981215857196724,0.099,0.312,0.00057943609473654,"Down",3.23699445484049,""
"Cxxc4",3.29326622730335e-08,-1.97170877145235,0.033,0.196,0.000581063893145403,"Down",3.23577611044129,""
"Taf1b",3.3095474372476e-08,-1.31587994001155,0.066,0.255,0.000583936549827966,"Down",3.2336343404846,""
"Arhgap5",3.31249141397869e-08,-1.32337447655847,0.09,0.286,0.0005844559850824,"Down",3.23324818964432,""
"Atad1",3.31348007808285e-08,-2.12323486206915,0.028,0.187,0.000584630424976938,"Down",3.23311858710419,""
"Galk2",3.32963038427204e-08,-2.63780803489891,0.024,0.176,0.00058747998500096,"Down",3.23100692488892,""
"Tox",3.36636056719749e-08,-2.57069383904037,0.033,0.193,0.000593960658476326,"Down",3.22624231995563,""
"Rnft2",3.37596565207257e-08,-1.23103815160367,0.071,0.266,0.000595655379651684,"Down",3.22500493153931,""
"Synj1",3.40131901102993e-08,-0.705712099400714,0.193,0.466,0.000600128726306121,"Down",3.22175558440264,""
"Trim46",3.42532511749067e-08,-1.06497928981361,0.094,0.303,0.000604364363730054,"Down",3.21870115169845,""
"Add1",3.45345073810387e-08,-0.942319076708863,0.137,0.365,0.000609326848231047,"Down",3.21514968551954,""
"Mfn1",3.46632784409416e-08,-0.916343534272892,0.137,0.369,0.000611598884811974,"Down",3.21353331515057,""
"Cenpv",3.46645052021814e-08,-1.73734370844983,0.038,0.206,0.000611620529787289,"Down",3.21351794539233,""
"Exoc2",3.482080625995e-08,-2.54469863050743,0.024,0.176,0.000614378305650557,"Down",3.21156412810447,""
"Gdap1",3.50742219615498e-08,-2.06101946562345,0.033,0.194,0.000618849572289584,"Down",3.20841490487971,""
"Dip2a",3.51183699140263e-08,-1.17970181372818,0.09,0.294,0.00061962851876308,"Down",3.20786860179662,""
"Scg3",3.51327429518906e-08,-1.46223647031546,0.066,0.251,0.000619882116643158,"Down",3.2076908926938,""
"Shank1",3.51454189459025e-08,1.10287584751341,0.514,0.407,0.000620105771881503,"Up",3.20753422626534,""
"Hacd3",3.53054279630457e-08,-0.923964998764451,0.123,0.347,0.000622928970979979,"Down",3.20556147062826,""
"Tnks",3.60775538456362e-08,-1.33029899992451,0.085,0.281,0.000636552360052406,"Down",3.19616586734957,""
"Prkar2a",3.63992380313395e-08,-2.22277053562007,0.024,0.178,0.000642228155824954,"Down",3.19231065851513,""
"Zfp207",3.65567907529688e-08,-1.22277053562007,0.061,0.251,0.000645008016045382,"Down",3.19043488799629,""
"Ddhd2",3.6756412677106e-08,-0.890788776068781,0.165,0.404,0.000648530145274858,"Down",3.18806983203596,""
"Mtf2",3.72680322278053e-08,-0.784028775749954,0.193,0.457,0.000657557160627396,"Down",3.18206648851722,""
"Mtor",3.73377954770461e-08,-1.05284553417775,0.113,0.328,0.000658788063397001,"Down",3.18125427842727,""
"Ndst3",3.75883614841138e-08,-1.61356048865223,0.085,0.275,0.000663209050025704,"Down",3.1783495561167,""
"Snx13",3.76252709777593e-08,-2.43222390124902,0.028,0.183,0.000663860281131586,"Down",3.17792331448517,""
"Tcf20",3.82566307990461e-08,-0.604943400993284,0.241,0.528,0.000674999993818369,"Down",3.17069623114623,""
"Cntnap4",3.8403295302769e-08,-1.17228076516637,0.151,0.369,0.000677587742322057,"Down",3.16903445906761,""
"Fbxl5",3.88690173195149e-08,-2.16832275159769,0.024,0.178,0.000685804941585522,"Down",3.1637993898895,""
"Adar",3.91675413877914e-08,-0.660409463836043,0.222,0.51,0.000691072100246191,"Down",3.16047663988258,""
"Pdzrn4",3.92324000224254e-08,-1.41881163000956,0.33,0.56,0.000692216465995674,"Down",3.15975807420397,""
"Ppp3cb",3.94655781734987e-08,-2.35052608281844,0.033,0.191,0.000696330661293211,"Down",3.15718448126091,""
"Rnf216",3.98185466114309e-08,-0.843483061290425,0.165,0.407,0.000702558436412087,"Down",3.15331754678825,""
"Capn7",3.99548531031903e-08,-1.97279228261172,0.028,0.187,0.000704963428152689,"Down",3.15183341260216,""
"Mtdh",4.06593028307313e-08,-0.91957900331429,0.137,0.367,0.000717392739145423,"Down",3.14424302320652,""
"Ldb2",4.13529662210386e-08,-1.3440768318422,0.099,0.299,0.000729631736004005,"Down",3.13689628423054,""
"Shtn1",4.15932522390546e-08,-0.915512129529589,0.142,0.372,0.000733871342505879,"Down",3.13438007106119,""
"Crim1",4.19023564550768e-08,-1.21099336784371,0.09,0.288,0.000739325177293376,"Down",3.13116450390204,""
"Map7",4.20286217383537e-08,-0.782404856395198,0.193,0.451,0.000741553001951513,"Down",3.12985780264984,""
"Rbm27",4.20908196220559e-08,-2.01126643042635,0.028,0.185,0.000742650421411554,"Down",3.12921556817553,""
"Ewsr1",4.2963649308691e-08,-0.730254283663506,0.17,0.413,0.000758050628402545,"Down",3.12030178790148,""
"Acer3",4.33165720780323e-08,-1.81913779961347,0.038,0.202,0.000764277597744802,"Down",3.1167488701264,""
"Agfg1",4.35663787500561e-08,-2.23772087708604,0.019,0.169,0.000768685186665989,"Down",3.11425148814006,""
"Ppm1a",4.38848441875694e-08,-1.78285836770219,0.033,0.194,0.000774304190845475,"Down",3.11108839015383,""
"Fbxo10",4.43367596466768e-08,-1.2483056277272,0.075,0.264,0.000782277787205966,"Down",3.10663900137974,""
"Zdhhc21",4.44222338859946e-08,-2.09723965353621,0.024,0.178,0.000783785894684488,"Down",3.10580255651984,""
"Lncpint",4.48903184380453e-08,-0.423894340202863,0.335,0.675,0.000792044778520871,"Down",3.10125026473022,""
"Lrrfip1",4.5143705429317e-08,-0.650051630653658,0.203,0.473,0.000796515538594869,"Down",3.09880574747091,""
"Sp4",4.58614411221016e-08,-3.20766364322986,0.014,0.156,0.000809179267158361,"Down",3.09195525327898,""
"Bmpr2",4.58957953702833e-08,-1.36899127647111,0.075,0.264,0.000809785413513278,"Down",3.09163005034823,""
"Sesn3",4.63167490865371e-08,-1.24924274698126,0.066,0.255,0.00081721272088286,"Down",3.08766488167954,""
"Pakap.1",4.66869106341627e-08,-0.751699001426895,0.165,0.411,0.000823743851229166,"Down",3.08420781414265,""
"Sptlc2",4.7527755760211e-08,-2.23606735823353,0.024,0.176,0.000838579722633162,"Down",3.07645564330974,""
"Zcchc14",4.75446177075815e-08,-1.28885972607784,0.099,0.297,0.000838877234832568,"Down",3.07630159118068,""
"Unc5d",4.85305359624133e-08,-1.1788479314604,0.632,0.717,0.000856272776520821,"Down",3.06738786328258,""
"Nsg1",4.94969500830951e-08,-2.23474317728614,0.028,0.183,0.000873324187266129,"Down",3.0588245116144,""
"Tafa1",5.19865176162885e-08,-2.00704184456463,0.075,0.259,0.000917250116821794,"Down",3.03751222425988,""
"Csad",5.21105211535026e-08,-2.39269553706238,0.019,0.167,0.000919438035232401,"Down",3.03647753435787,""
"Dzip3",5.28069468527095e-08,-0.631733520489226,0.264,0.552,0.000931725770269207,"Down",3.0307118923495,""
"Lnpk",5.29157817278745e-08,-1.51916353840029,0.057,0.233,0.000933646052806617,"Down",3.0298177345264,""
"Col25a1",5.31100949371572e-08,-1.41310174772422,0.142,0.349,0.000937074515071201,"Down",3.02822587314901,""
"Pced1b",5.31583608921635e-08,-1.29601951765071,0.094,0.288,0.000937926119581332,"Down",3.02783136963993,""
"Pcmt1",5.33926380998492e-08,-0.832455465752454,0.113,0.327,0.000942059706633739,"Down",3.0259215712625,""
"Nrcam",5.34095957857862e-08,-0.719491832492618,0.236,0.501,0.000942358908044412,"Down",3.0257836597372,""
"Nsmaf",5.34740399677075e-08,-1.07076744217502,0.104,0.31,0.000943495961190231,"Down",3.0252599545733,""
"Sacm1l",5.36551095706947e-08,-2.19852298937339,0.038,0.196,0.000946690753265338,"Down",3.0237918648024,""
"Clcn3",5.39529664173079e-08,-0.920741998170409,0.118,0.328,0.000951946139466981,"Down",3.0213876230378,""
"Timm9",5.47186199943331e-08,-1.32369944447085,0.057,0.239,0.000965455331180012,"Down",3.01526781496672,""
"Dido1",5.47384297963819e-08,-0.741095843310932,0.151,0.394,0.000965804855327363,"Down",3.01511061563004,""
"Nln",5.50299645258654e-08,-1.48791260441585,0.052,0.224,0.000970948694094369,"Down",3.01280371804297,""
"Snx30",5.57891406511032e-08,-1.78464942322818,0.038,0.2,0.000984343597648065,"Down",3.00685327909355,""
"Mettl17",5.63347324933541e-08,-1.84168036826456,0.042,0.207,0.00099397002011274,"Down",3.00262671449198,""
"Arhgap6",5.78066656941737e-08,-1.91344247751234,0.042,0.207,0.001019940809508,"Down",2.99142503103215,""
"Usp45",5.8060178365078e-08,-1.34306476933778,0.061,0.242,0.00102441378707344,"Down",2.98952458521179,""
"Ascc3",5.8091402311709e-08,-0.872584180691191,0.165,0.396,0.00102496470238779,"Down",2.98929109053229,""
"Ralgapb",5.84547444594644e-08,-0.680876756790797,0.156,0.394,0.00103137551124279,"Down",2.98658318460119,""
"Gabra1",5.85727799192842e-08,-2.17837641626161,0.038,0.196,0.00103345812889585,"Down",2.9857071143515,""
"Ccser2",5.92825113921334e-08,-1.39754493672377,0.057,0.233,0.0010459806310028,"Down",2.98047635746347,""
"Tmed10",5.97541842492502e-08,-2.23772087708604,0.019,0.165,0.00105430282689377,"Down",2.97703462901011,""
"Rgs17",6.00944218900667e-08,-0.892621933927736,0.16,0.394,0.00106030597982834,"Down",2.97456878928678,""
"Nbeal1",6.01021426455875e-08,-0.805535480636977,0.179,0.428,0.00106044220483875,"Down",2.97451299598626,""
"Bcas3",6.10753424737099e-08,-0.805186354230876,0.151,0.387,0.00107761334260614,"Down",2.96753703997963,""
"Lnpep",6.11456493640926e-08,-1.34830141770393,0.057,0.235,0.00107885383738005,"Down",2.96703738934774,""
"Smim14",6.13650616182481e-08,-0.778289258448741,0.156,0.387,0.00108272514719237,"Down",2.96548177625302,""
"Rbm6",6.16262955225736e-08,-0.558171918785701,0.297,0.598,0.00108733435820029,"Down",2.96363688867097,""
"Aatf",6.24101903337348e-08,-2.08526701187013,0.038,0.196,0.00110116539824842,"Down",2.95814744383326,""
"Appbp2",6.30966314107927e-08,-1.63780803489891,0.047,0.217,0.00111327696461203,"Down",2.95339677704975,""
"Slc45a1",6.32190872077805e-08,-1.20549254418823,0.071,0.255,0.00111543757469408,"Down",2.95255472992923,""
"Ctif",6.41447206097994e-08,-0.552078160873027,0.288,0.582,0.0011317694504393,"Down",2.94624203304135,""
"Mtmr7",6.41731385642149e-08,-1.62775437023499,0.057,0.229,0.00113227085682701,"Down",2.94604967071438,""
"Polr2a",6.42733701702381e-08,-1.31963207487266,0.061,0.244,0.00113403934328368,"Down",2.94537187818155,""
"Pcdh10",6.4423148357999e-08,-2.40599235967584,0.024,0.172,0.00113668202962854,"Down",2.94436100592851,""
"Pafah1b1",6.54981890142055e-08,-0.538674842879659,0.274,0.574,0.00115565004696664,"Down",2.9371736587188,""
"Csnk1g3",6.58719447116092e-08,-1.98358287174064,0.042,0.204,0.00116224459249163,"Down",2.93470246575706,""
"Luc7l3",6.62176359817957e-08,0.547395659474556,0.986,0.908,0.0011683439692628,"Up",2.93242927883257,""
"Reps2",6.62418482664068e-08,-1.52161501739439,0.061,0.239,0.00116877117081248,"Down",2.93227050935257,""
"Phf8",6.74127715983199e-08,-2.23606735823352,0.033,0.187,0.00118943094208076,"Down",2.92466076787126,""
"Hsp90b1",7.01644349817137e-08,-0.666870500501373,0.203,0.459,0.00123798129081736,"Down",2.90728591860845,""
"Syt4",7.03512424651284e-08,-0.975249129157598,0.08,0.273,0.00124127732205472,"Down",2.90613117903069,""
"Map3k3",7.04957593376863e-08,-1.29552687805538,0.094,0.286,0.00124382717775414,"Down",2.9052399580389,""
"Ift81",7.07402416860396e-08,-0.904241017194569,0.142,0.363,0.00124814082430848,"Down",2.90373641163296,""
"Rab2a",7.13491644818771e-08,-1.49341812556374,0.057,0.229,0.00125888465811824,"Down",2.9000140591197,""
"Gabbr2",7.24222353868975e-08,-0.643432584092789,0.269,0.558,0.00127781792116642,"Down",2.8935310252592,""
"Chuk",7.24387352220509e-08,-1.51555228484791,0.057,0.231,0.00127810904425787,"Down",2.89343209195287,""
"Trps1",7.34925054801188e-08,-2.31337308440097,0.024,0.172,0.00129670176669122,"Down",2.88715989745,""
"5730522E02Rik",7.36302902899279e-08,-1.418026827019,0.118,0.321,0.00129913284187549,"Down",2.88634643819276,""
"Mvb12b",7.43497617203104e-08,-0.978844952733978,0.123,0.334,0.00131182719579316,"Down",2.88212336988125,""
"Tet3",7.4850413570249e-08,-0.42678442764166,0.156,0.391,0.00132066069703347,"Down",2.87920874660493,""
"Chpt1",7.70880717700396e-08,-1.55428467933663,0.057,0.229,0.00136014193831058,"Down",2.86641576824114,""
"Spock3",7.73772951623161e-08,-0.86197608112521,0.335,0.602,0.00136524499584391,"Down",2.86478940664839,""
"Gnpat",7.88583471753772e-08,-1.67123103643636,0.042,0.207,0.00139137667756236,"Down",2.8565552806182,""
"Nova2",7.91247298666851e-08,-0.872584180691191,0.151,0.38,0.00139607673376779,"Down",2.85509071055521,""
"Dennd4c",8.00606525442939e-08,-1.80773303634122,0.033,0.191,0.00141259015349152,"Down",2.84998382533899,""
"Zbtb38",8.01082467120696e-08,-0.952122945676398,0.094,0.297,0.00141342990498776,"Down",2.84972572423272,""
"Ptpn4",8.10221760096386e-08,-0.769513714110733,0.16,0.393,0.00142955527351406,"Down",2.8447990480583,""
"Alk",8.14860618794893e-08,-1.02836284897841,0.151,0.367,0.00143774007580171,"Down",2.84231962149719,""
"D630045J12Rik",8.23983574500398e-08,-0.95231865822379,0.099,0.301,0.0014538366188485,"Down",2.83748439644765,""
"Sun1",8.27073224982371e-08,-1.4559697119131,0.052,0.224,0.0014592879981589,"Down",2.83585898934836,""
"Kcnh1",8.42051533219836e-08,-1.18990590171444,0.094,0.29,0.00148571572521308,"Down",2.82806427993062,""
"Igsf8",8.45035554139206e-08,-1.08449116079422,0.08,0.275,0.00149098073172321,"Down",2.82652796899526,""
"Kiz",8.51052477726659e-08,-2.09723965353621,0.028,0.18,0.00150159699170092,"Down",2.82344661045131,""
"Ubac2",8.55241831877746e-08,-1.78755515440359,0.057,0.224,0.00150898868816509,"Down",2.8213140158148,""
"Sh3gl1",8.67855242539844e-08,-2.28166422467364,0.019,0.163,0.0015312437899373,"Down",2.81495565959845,""
"Stx18",8.69503850552907e-08,-1.68843410796888,0.033,0.189,0.00153415259391555,"Down",2.81413144129995,""
"Cdkl1",8.85403399516874e-08,-0.790578315302156,0.123,0.338,0.00156220575810757,"Down",2.80626176576878,""
"Calm2",9.04322830971005e-08,-1.33341459930406,0.066,0.246,0.00159558720296524,"Down",2.79707945550576,""
"Thap2",9.06083934530066e-08,-1.1020890531976,0.057,0.235,0.00159869449408485,"Down",2.79623452075012,""
"Nrf1",9.08944537552432e-08,-0.903398145636461,0.113,0.328,0.00160374174205751,"Down",2.79486556686836,""
"Pcnx2",9.17683513053716e-08,-0.884448002482036,0.156,0.38,0.00161916079043198,"Down",2.79071002158017,""
"Gpr176",9.18780283210937e-08,-3.01284746624584,0.009,0.143,0.00162109593169738,"Down",2.79019128411876,""
"Camk2b",9.30679042882793e-08,0.750698833669424,0.684,0.697,0.0016420901032624,"Up",2.78460301635418,""
"Orc3",9.49048837766768e-08,-1.74016975252859,0.052,0.218,0.00167450176935569,"Down",2.77611438922832,""
"Myef2",9.53187085190209e-08,-0.959736129786273,0.142,0.358,0.0016818032931096,"Down",2.77422480147081,""
"Smad1",9.57926279973524e-08,-1.75328525231885,0.042,0.202,0.00169016512838529,"Down",2.77207086293473,""
"Usp22",9.67348582470989e-08,-1.44516295695651,0.047,0.217,0.00170678983891181,"Down",2.76781995130468,""
"Atp2c1",9.69909572105779e-08,-0.982943520947598,0.094,0.299,0.00171130844902344,"Down",2.76667170545848,""
"Gabra2",9.76762475071569e-08,-0.662812041028805,0.288,0.56,0.00172339971101628,"Down",2.76361398421396,""
"Rufy3",9.7786352731514e-08,-0.661654776853278,0.222,0.494,0.00172534240759483,"Down",2.76312470292571,""
"Atf2",9.86003901366193e-08,-1.27007625039842,0.061,0.24,0.00173970528357051,"Down",2.75952431755642,""
"D5Ertd579e",9.88066864861554e-08,-1.22277053562007,0.094,0.284,0.00174334517636173,"Down",2.75861661555923,""
"C130073E24Rik",9.92331614035952e-08,-0.821651538011746,0.288,0.545,0.00175086989980503,"Down",2.75674612341737,""
"Wdr17",1.01650601685247e-07,-1.11029580636165,0.104,0.306,0.00179352321613449,"Down",2.74629299725741,""
"Gns",1.01996726502312e-07,-1.11585533170355,0.066,0.25,0.00179963024240679,"Down",2.74481671721795,""
"Rps6ka5",1.02376570434376e-07,-2.57640749023477,0.014,0.152,0.00180633220874413,"Down",2.74320237409094,""
"Spag1",1.02741748901143e-07,-2.56064017437645,0.014,0.152,0.00181277541761177,"Down",2.74165599675029,""
"Srpr",1.03035258203856e-07,-1.26399319834658,0.061,0.237,0.00181795409574883,"Down",2.74041708712872,""
"Snx2",1.03336966884143e-07,-2.6227011425087,0.019,0.16,0.00182327744370383,"Down",2.73914724077912,""
