"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Group"
"GO:0043087","regulation of GTPase activity","18/1496","85/25730",0.211764705882353,3.64218307643913,6.06227615827578,1.50992424462207e-06,3.45116440215939e-05,2.47127285873077e-05,"19091/241694/13640/227801/380916/216831/75974/108699/13839/105445/76089/329260/109934/228850/13838/193385/13837/232906",18,"ADP_H_vs_ADP_N"
"GO:0007030","Golgi organization","24/1496","139/25730",0.172661870503597,2.96964567383526,5.78517601119011,1.52903470297975e-06,3.48016007816862e-05,2.49203577199486e-05,"76499/76707/71617/27883/26413/69190/53611/238123/666173/75964/83679/12540/107338/68581/59021/71116/338337/75909/217365/26395/75985/15194/77963/53330",24,"ADP_H_vs_ADP_N"
"GO:0090174","organelle membrane fusion","25/1496","149/25730",0.167785234899329,2.88577145318164,5.73572249152901,1.61070538422874e-06,3.6347650386205e-05,2.60274363695511e-05,"20614/229521/12287/116837/74741/78610/231760/73991/53611/18711/11736/16573/20983/59021/218035/111173/170737/241727/94090/228960/68365/100317/116838/55943/53330",25,"ADP_H_vs_ADP_N"
"GO:0120032","regulation of plasma membrane bounded cell projection assembly","32/1496","220/25730",0.145454545454545,2.5017015070491,5.55781934635048,1.61709133156275e-06,3.6347650386205e-05,2.60274363695511e-05,"214459/234267/192167/329165/216831/75974/56637/208727/11789/23964/12808/76089/20563/18186/12540/14158/66573/56717/71091/269702/74694/21821/22284/66713/14432/14569/29819/15194/74256/76816/193385/232906",32,"ADP_H_vs_ADP_N"
"GO:0003012","muscle system process","54/1496","473/25730",0.114164904862579,1.96354478750947,5.25504323017762,1.79705810862512e-06,3.97333215282541e-05,2.84518115157188e-05,"19055/108655/19091/11931/83814/234214/18578/13383/238161/11787/14083/12296/109676/26398/50769/238871/50876/56637/208727/108058/20265/70430/16508/238130/110893/21676/16795/20541/17993/16531/268860/140492/12293/22290/56717/68268/12314/17125/28185/13405/328572/18750/17258/22065/245944/381290/11938/12325/12289/26395/76055/14168/13548/11848",54,"ADP_H_vs_ADP_N"
"GO:0051258","protein polymerization","39/1496","298/25730",0.130872483221477,2.25090173348168,5.39642030109415,1.89162688289835e-06,4.11523808219291e-05,2.94679563030244e-05,"76499/76707/13383/207278/237860/78757/102747/73910/50876/68732/228361/11789/225288/211401/20257/12808/20563/260315/75786/17257/83679/14158/12340/17756/11518/22680/56717/14544/14784/53323/14168/12488/231637/18481/227634/13548/74569/171567/11848",39,"ADP_H_vs_ADP_N"
"GO:0140056","organelle localization by membrane tethering","17/1496","78/25730",0.217948717948718,3.74854312354312,6.04023644567333,1.92392743515986e-06,4.16876596650439e-05,2.98512530465856e-05,"116837/17967/20336/75914/52635/18189/234593/229709/66482/12314/208898/11938/75909/107371/228960/116838/55943",17,"ADP_H_vs_ADP_N"
"GO:0032956","regulation of actin cytoskeleton organization","45/1496","368/25730",0.122282608695652,2.10316278191118,5.29585956549581,2.09300243495581e-06,4.48134157713662e-05,3.2089511016485e-05,"76499/76707/13640/13383/76260/207278/237860/78757/329165/216965/216831/73910/13839/50876/58234/109880/68732/225288/211401/12386/16423/20563/18186/64930/330938/18484/12540/14158/12340/56363/11518/56717/11856/192197/328572/21872/14784/29819/12488/231637/18481/50768/13837/232906/11848",45,"ADP_H_vs_ADP_N"
"GO:0043254","regulation of protein-containing complex assembly","53/1496","464/25730",0.114224137931034,1.96456354877374,5.2093830016442,2.19866455989964e-06,4.67065330234367e-05,3.3445114151621e-05,"76499/78808/20616/229521/72685/116837/13383/207278/17967/215351/237860/78757/105377/108155/73910/50876/56637/68732/228361/13196/11789/225288/209012/20257/20563/260315/17957/66878/75786/72179/17257/83679/12540/14158/65114/12340/26409/17756/11518/56717/328572/54673/14544/14784/94090/231637/18481/227634/13548/216742/171567/22042/11848",53,"ADP_H_vs_ADP_N"
"GO:0050919","negative chemotaxis","13/1496","48/25730",0.270833333333333,4.65811608734403,6.30272530832745,2.34374924054803e-06,4.86990857503278e-05,3.48719199770621e-05,"18183/13640/243743/22253/268902/20563/214968/20354/18187/399558/20187/20564/11848",13,"ADP_H_vs_ADP_N"
"GO:0090257","regulation of muscle system process","37/1496","283/25730",0.130742049469965,2.24865837758168,5.24787227733856,3.5183140084847e-06,7.13809250335641e-05,5.11136886310511e-05,"19055/108655/19091/11931/18578/13383/238161/14083/12296/109676/238871/56637/208727/108058/238130/110893/21676/20541/17993/16531/268860/56717/68268/12314/28185/13405/328572/18750/17258/22065/381290/11938/12325/26395/76055/14168/11848",37,"ADP_H_vs_ADP_N"
"GO:0032886","regulation of microtubule-based process","37/1496","284/25730",0.130281690140845,2.24074056639301,5.22390281687568,3.82305509470126e-06,7.67018127703583e-05,5.49238129589636e-05,"76499/76707/13640/20262/215351/216965/56637/12121/11789/78798/244329/20257/68121/68729/260315/75786/330938/17257/83679/212307/17756/360213/18472/52822/14544/246103/14168/74256/67254/73668/193385/227634/13548/171567/13837/17318/11848",37,"ADP_H_vs_ADP_N"
"GO:0007033","vacuole organization","36/1496","273/25730",0.131868131868132,2.2680260915555,5.23323937789922,3.89027783885098e-06,7.77624909706856e-05,5.56833320495858e-05,"29869/80877/14042/12234/11984/100763/228361/170822/320191/18711/12421/74302/15568/65114/56717/19056/209131/11909/328572/77040/21821/54673/245944/227738/11938/75909/74370/19063/103199/77963/68365/76559/216742/56438/209478/17101",36,"ADP_H_vs_ADP_N"
"GO:0009416","response to light stimulus","43/1496","354/25730",0.121468926553672,2.08916810175534,5.12683877663968,4.15459680493381e-06,8.2740628280612e-05,5.92480233211343e-05,"20238/12298/17999/11820/66797/20320/94229/56469/14042/18015/218461/50769/109880/56210/76376/268354/11352/19272/234593/22210/110911/19893/16795/75786/195018/17257/72108/56717/328572/12290/18628/72162/68142/19359/15312/15194/109689/99982/71101/56438/14688/225028/16412",43,"ADP_H_vs_ADP_N"
"GO:0019228","neuronal action potential","15/1496","66/25730",0.227272727272727,3.90890860476422,5.87901501350435,4.41163170595212e-06,8.75377617257972e-05,6.26831032829518e-05,"15165/20269/66797/56508/13483/110862/20265/16508/20274/243385/14167/16531/56717/14806/20273",15,"ADP_H_vs_ADP_N"
"GO:0019220","regulation of phosphate metabolic process","48/1496","415/25730",0.11566265060241,1.98930481283422,5.04812270555406,4.63710628765222e-06,9.10116114500437e-05,6.51706204042655e-05,"78830/19091/56490/11820/13640/14783/16337/20320/78757/108155/93742/19777/13508/15560/208727/11789/170823/19271/76089/19277/67974/74302/18186/53332/227743/11863/14158/26409/56717/56417/16826/328572/72149/20354/68652/19645/110532/228026/14360/74370/19090/26395/98496/109689/29807/17436/83946/11848",48,"ADP_H_vs_ADP_N"
"GO:0048041","focal adhesion assembly","18/1496","92/25730",0.195652173913043,3.36506045105789,5.64623287485257,4.98909690688488e-06,9.72156041172497e-05,6.96131090566861e-05,"76499/76707/13640/14083/20411/12552/26921/19272/110829/19271/19211/18186/64930/105522/11856/18607/50768/13837",18,"ADP_H_vs_ADP_N"
"GO:0006814","sodium ion transport","35/1496","266/25730",0.131578947368421,2.26305235012665,5.14474146369835,5.53627439628136e-06,0.000106725972970307,7.64231921719304e-05,"19055/23797/70122/12805/15165/11931/20269/83814/17999/94229/94249/14169/108058/20265/76376/269513/67760/20274/229709/110893/18764/20541/14167/53416/21366/100503085/13405/18750/331004/14168/83997/11933/103098/140919/20273",35,"ADP_H_vs_ADP_N"
"GO:0000209","protein polyubiquitination","40/1496","323/25730",0.123839009287926,2.12993162364861,5.07740059243307,5.56207320906721e-06,0.000106843087140131,7.65070540328953e-05,"83814/50758/17999/319817/12234/100763/71816/70097/228361/22627/22210/381305/20747/16396/17222/100503085/107035/74493/21951/108086/224170/78889/140630/22214/170737/22215/30940/68652/227738/80985/53323/66799/93836/76952/23802/231600/52563/56438/93765/207304",40,"ADP_H_vs_ADP_N"
"GO:0051222","positive regulation of protein transport","40/1496","324/25730",0.123456790123457,2.12335776061266,5.05576811508777,5.99643008180596e-06,0.000113974251765414,8.16134620552353e-05,"207227/11820/14682/12361/56508/70546/26383/12326/56637/18795/22627/26413/319613/99237/14661/329506/209630/18751/12540/268860/22063/65114/16573/19056/19042/68581/235574/52822/328572/76303/53328/57258/12289/76055/230908/109689/12488/69981/52163/14672",40,"ADP_H_vs_ADP_N"
"GO:0043523","regulation of neuron apoptotic process","41/1496","336/25730",0.12202380952381,2.09871164374841,5.03677448790488,6.15809786784849e-06,0.000116637818706767,8.35207605558398e-05,"320772/11820/14804/72930/18015/26398/56637/208727/109880/67579/228361/74011/72393/12876/19283/170719/18186/19122/12661/17257/20817/16531/12540/56717/11909/16443/14806/18607/11538/13002/13838/245944/13982/14360/19063/15194/109689/12488/18481/18546/11848",41,"ADP_H_vs_ADP_N"
"GO:0150115","cell-substrate junction organization","20/1496","112/25730",0.178571428571429,3.07128533231474,5.45809422658922,6.5762438903609e-06,0.00012412373921284,8.8881198371465e-05,"76499/76707/13640/14083/20411/12552/106042/26921/19272/110829/19271/19211/18186/64930/105522/212307/11856/18607/50768/13837",20,"ADP_H_vs_ADP_N"
"GO:0032386","regulation of intracellular transport","38/1496","304/25730",0.125,2.14989973262032,5.01097737579401,7.59891448496658e-06,0.00014048914595585,0.000100599963632484,"17999/70546/18767/18015/12326/216831/56637/22627/234593/26413/99237/99683/52250/329506/17257/12540/65114/16573/17756/360213/19042/68889/71116/52822/328572/54673/234515/57258/73473/26395/230908/432508/69981/228359/73668/52163/20218/55988",38,"ADP_H_vs_ADP_N"
"GO:0034332","adherens junction organization","14/1496","61/25730",0.229508196721311,3.94735688612256,5.72608601280579,8.09716688439089e-06,0.000148183625043059,0.000106109743844169,"12558/215654/329165/12552/12564/211401/12540/14158/11518/21872/13838/18222/241201/12554",14,"ADP_H_vs_ADP_N"
"GO:0099505","regulation of presynaptic membrane potential","10/1496","32/25730",0.3125,5.3747493315508,6.15238066591634,8.4965780383838e-06,0.00015444954105344,0.000110596573901252,"383348/53623/16519/20265/231760/14400/110637/16510/14395/14806",10,"ADP_H_vs_ADP_N"
"GO:0022406","membrane docking","17/1496","87/25730",0.195402298850575,3.36076280041797,5.48014767606578,9.23388961891115e-06,0.000164539408110663,0.00011782161788673,"116837/17967/20336/75914/52635/18189/234593/229709/66482/12314/208898/11938/75909/107371/228960/116838/55943",17,"ADP_H_vs_ADP_N"
"GO:0061572","actin filament bundle organization","27/1496","185/25730",0.145945945945946,2.51015320132967,5.12175283850971,9.60929865105135e-06,0.000170109708473023,0.000121810338937476,"76499/76707/76260/20411/54418/58234/109880/68732/68166/225288/211401/11352/16423/18186/64930/12540/56363/11518/56717/71653/11856/22027/21872/102866/109689/50768/11848",27,"ADP_H_vs_ADP_N"
"GO:0001952","regulation of cell-matrix adhesion","22/1496","136/25730",0.161764705882353,2.782223183391,5.17758406027137,1.21738291701115e-05,0.000210017938262719,0.000150387396888571,"76499/76707/13640/12361/14083/18015/56637/26921/110829/19271/19211/245555/18186/64930/105522/11856/13405/50768/20300/74769/13837/12554",22,"ADP_H_vs_ADP_N"
"GO:0003015","heart process","34/1496","265/25730",0.128301886792453,2.20668953687822,4.90581698147383,1.29126710662416e-05,0.000220655959513662,0.000158004957260835,"12287/11931/83814/18578/17248/13383/238161/14042/12296/109676/70729/238871/208727/108058/20265/16508/93686/20541/12540/140492/12293/22290/56717/20688/12314/13405/18750/12290/381290/11938/14360/12289/14168/14043",34,"ADP_H_vs_ADP_N"
"GO:0009895","negative regulation of catabolic process","46/1496","407/25730",0.113022113022113,1.9438896845314,4.76898070643062,1.32366712206645e-05,0.000225481283026225,0.000161460223264312,"78830/233908/17248/15572/14083/12234/108155/225131/54418/56637/208727/75553/24086/68837/67493/64930/338352/229663/15568/65114/72416/107035/56717/12675/11682/13000/22608/328572/30940/72162/59025/22284/381290/84092/14360/74370/74203/230908/100715/217980/71169/56403/101943/56438/55988/16412",46,"ADP_H_vs_ADP_N"
"GO:0070050","neuron cellular homeostasis","16/1496","82/25730",0.195121951219512,3.35594104604148,5.3089580152261,1.71106647960791e-05,0.000284320463804786,0.000203593153934618,"12298/11820/12296/216965/11984/76376/231760/11966/54003/12725/16510/111173/108664/11938/12289/11964",16,"ADP_H_vs_ADP_N"
"GO:0097553","calcium ion transmembrane import into cytosol","27/1496","192/25730",0.140625,2.41863719919786,4.90222471475111,1.90994177314271e-05,0.00031163116220223,0.000223149506468956,"19055/12287/238161/18798/109676/238871/15560/18795/108058/76376/227120/110893/18764/20541/19122/22063/12293/19056/12314/13405/18607/12290/22065/14360/12289/76055/224860",27,"ADP_H_vs_ADP_N"
"GO:0031669","cellular response to nutrient levels","36/1496","294/25730",0.122448979591837,2.10602422787297,4.73891147519695,2.05125519582116e-05,0.000332146290563363,0.000237839759961523,"19775/18749/18099/12234/78757/108155/12660/67579/228361/67760/26413/243385/27377/74302/64930/227743/319481/14545/56717/12168/75747/11909/328572/218035/219022/22215/54673/66799/26408/74370/18481/216742/56438/17168/93765/76267",36,"ADP_H_vs_ADP_N"
"GO:0010996","response to auditory stimulus","10/1496","35/25730",0.285714285714286,4.91405653170359,5.75706991475948,2.06020220840483e-05,0.000332146290563363,0.000237839759961523,"66797/50769/58234/110862/11352/18189/76192/14432/15194/100317",10,"ADP_H_vs_ADP_N"
"GO:0009306","protein secretion","50/1496","465/25730",0.10752688172043,1.849376114082,4.59231391547649,2.20113624566845e-05,0.000347625511451487,0.000248923954742619,"19055/20614/19726/207227/13640/14682/12361/18007/56508/26383/218461/93691/13839/18795/27883/26921/18189/12876/319613/14661/19276/209630/18751/268860/22063/65114/16573/19056/68581/18472/20983/19156/328572/17470/12290/76303/12289/74370/76055/20913/320011/20338/230908/15194/109689/12488/14672/116838/54160/17101",50,"ADP_H_vs_ADP_N"
"GO:0033555","multicellular organismal response to stress","21/1496","132/25730",0.159090909090909,2.73623602333495,4.96886742470859,2.46648090532142e-05,0.000386153961390929,0.000276512994709749,"19055/15165/383348/12287/20269/66797/17967/14042/218461/56710/58234/15560/72194/68166/19211/20274/16795/17257/56717/14806/12290",21,"ADP_H_vs_ADP_N"
"GO:0034063","stress granule assembly","11/1496","43/25730",0.255813953488372,4.39979480164159,5.54363896818033,2.52963928287943e-05,0.000394900749145759,0.000282776300846676,"21841/13209/12121/27041/20239/80913/74383/229663/233871/53872/23881",11,"ADP_H_vs_ADP_N"
"GO:0035592","establishment of protein localization to extracellular region","50/1496","468/25730",0.106837606837607,1.83752113899173,4.54307113513727,2.60801285345547e-05,0.000404802453500524,0.00028986660729855,"19055/20614/19726/207227/13640/14682/12361/18007/56508/26383/218461/93691/13839/18795/27883/26921/18189/12876/319613/14661/19276/209630/18751/268860/22063/65114/16573/19056/68581/18472/20983/19156/328572/17470/12290/76303/12289/74370/76055/20913/320011/20338/230908/15194/109689/12488/14672/116838/54160/17101",50,"ADP_H_vs_ADP_N"
"GO:0150116","regulation of cell-substrate junction organization","15/1496","76/25730",0.197368421052632,3.39457852518998,5.1942522048459,2.70024253355093e-05,0.000417287145411826,0.00029880651182779,"76499/76707/13640/14083/26921/110829/19271/19211/18186/64930/105522/212307/11856/50768/13837",15,"ADP_H_vs_ADP_N"
"GO:0044331","cell-cell adhesion mediated by cadherin","13/1496","59/25730",0.220338983050847,3.7896537659748,5.32990680955066,2.7038543112341e-05,0.000417287145411826,0.00029880651182779,"12558/215654/270120/12552/12564/245555/14158/21872/241201/211922/12488/12388/12554",13,"ADP_H_vs_ADP_N"
"GO:0014706","striated muscle tissue development","52/1496","494/25730",0.105263157894737,1.81044188010132,4.51897344149894,2.71223647150914e-05,0.000417391618356961,0.000298881321695909,"19055/108655/19091/234214/66797/238161/17967/79221/239719/18015/26398/56637/208727/108058/246179/11789/225288/270190/74103/106042/16656/381157/74182/26413/19211/16795/20541/56758/327826/64930/77044/286940/12540/56233/56717/19056/75805/17125/28185/67040/13405/328572/21821/245944/19645/20666/227325/22762/13548/17168/16412/11848",52,"ADP_H_vs_ADP_N"
"GO:0014909","smooth muscle cell migration","20/1496","123/25730",0.16260162601626,2.7966175383679,4.96242022687942,2.7601786322069e-05,0.000422369707645897,0.000302445978581101,"19091/14783/56508/14083/20851/18015/67299/238871/208727/108058/414758/234593/238130/20563/214968/18186/26409/18667/231637/11848",20,"ADP_H_vs_ADP_N"
"GO:2000058","regulation of ubiquitin-dependent protein catabolic process","25/1496","176/25730",0.142045454545455,2.44306787797764,4.77285616615788,3.22579505119877e-05,0.000486744618171135,0.000348542875345769,"14083/56469/108155/225131/56637/71816/106042/170823/26374/24086/19211/107035/56717/13000/414872/22215/59025/22284/53323/19359/67490/231600/71492/56438/237353",25,"ADP_H_vs_ADP_N"
"GO:0071692","protein localization to extracellular region","50/1496","473/25730",0.105708245243129,1.81809702547173,4.46179076578878,3.44263910169499e-05,0.00051802155594116,0.000370939330109533,"19055/20614/19726/207227/13640/14682/12361/18007/56508/26383/218461/93691/13839/18795/27883/26921/18189/12876/319613/14661/19276/209630/18751/268860/22063/65114/16573/19056/68581/18472/20983/19156/328572/17470/12290/76303/12289/74370/76055/20913/320011/20338/230908/15194/109689/12488/14672/116838/54160/17101",50,"ADP_H_vs_ADP_N"
"GO:0042551","neuron maturation","14/1496","69/25730",0.202898550724638,3.48969231961559,5.14515111967642,3.59466766562956e-05,0.000534953701777894,0.000383063919833572,"210933/23859/11820/14682/66797/110862/56637/11352/17257/16531/56717/319504/67161/19645",14,"ADP_H_vs_ADP_N"
"GO:0021700","developmental maturation","45/1496","413/25730",0.108958837772397,1.87400460954798,4.44884552916702,4.03696638764087e-05,0.000592635417936331,0.000424368025629913,"210933/23859/320772/19726/11820/14682/66797/70546/192167/14042/18015/11984/268902/110862/56637/18795/11352/18189/11966/19211/319613/75302/20563/215008/17257/16531/65114/230594/56717/319504/12725/20983/67161/18667/20354/76742/108664/75965/19645/213827/545391/56407/11964/234549/11848",45,"ADP_H_vs_ADP_N"
"GO:0044772","mitotic cell cycle phase transition","48/1496","453/25730",0.105960264900662,1.8224315614265,4.38784020918649,4.61309106065493e-05,0.000668790029764603,0.000478900004796316,"19055/76499/18514/76707/12298/11820/13383/18767/56469/216965/225131/116871/56637/18795/108058/228361/11789/227331/19211/67974/17222/18764/329152/68501/77044/17420/22680/320595/12314/216825/238271/66923/19645/229543/68142/12325/69274/74370/19090/231600/11479/19356/18647/52563/56438/214498/70601/16412",48,"ADP_H_vs_ADP_N"
"GO:0031644","regulation of nervous system process","24/1496","169/25730",0.142011834319527,2.44248963705977,4.67446413997691,4.61745377758836e-05,0.000668790029764603,0.000478900004796316,"78830/11820/116837/66797/56508/64051/192167/93742/81907/58234/56637/15560/14816/18189/19211/110893/14167/268860/21960/20405/14806/103199/231637/116838",24,"ADP_H_vs_ADP_N"
"GO:0061351","neural precursor cell proliferation","29/1496","225/25730",0.128888888888889,2.21678550207962,4.55467423291754,4.99064723497998e-05,0.000708098035946885,0.000507047261052295,"66797/12558/18015/67299/58234/270190/320191/110829/94187/56195/19283/327826/195018/16579/330938/19325/252838/170571/320265/18472/50793/21821/20733/18222/14168/20187/99982/16412/11848",29,"ADP_H_vs_ADP_N"
"GO:0060074","synapse maturation","12/1496","54/25730",0.222222222222222,3.82204396910279,5.15776642685422,5.0087480948482e-05,0.000708098035946885,0.000507047261052295,"210933/320772/192167/268902/11352/18189/19211/319613/20563/215008/65114/76742",12,"ADP_H_vs_ADP_N"
"GO:0035725","sodium ion transmembrane transport","25/1496","181/25730",0.138121546961326,2.37557981505008,4.61426812913234,5.17724117899529e-05,0.000726557395508225,0.000520265441630697,"15165/11931/20269/83814/94229/94249/108058/20265/76376/67760/20274/110893/18764/20541/14167/53416/21366/13405/331004/14168/83997/11933/103098/140919/20273",25,"ADP_H_vs_ADP_N"
"GO:0071625","vocalization behavior","8/1496","25/25730",0.32,5.50374331550802,5.59756994755,5.68489519189501e-05,0.000783589752022781,0.000561104560924953,"108655/66797/18191/14042/56710/58234/18189/76965",8,"ADP_H_vs_ADP_N"
"GO:0030518","nuclear receptor-mediated steroid hormone signaling pathway","21/1496","140/25730",0.15,2.57987967914439,4.65712169360629,6.02393047874912e-05,0.000815790785084599,0.000584162731952382,"108655/94186/17999/224829/17978/76804/110784/26381/19211/93686/17344/77128/72068/67040/18667/328572/22215/13982/67490/22196/11848",21,"ADP_H_vs_ADP_N"
"GO:0035640","exploration behavior","12/1496","55/25730",0.218181818181818,3.75255226057365,5.07722477307795,6.07036424662155e-05,0.000820029005584762,0.000587197591515958,"14402/268890/215378/94229/56710/58234/11352/17250/12661/268860/21960/22215",12,"ADP_H_vs_ADP_N"
"GO:1903522","regulation of blood circulation","34/1496","286/25730",0.118881118881119,2.04465988556898,4.41397572008377,6.26679275897949e-05,0.000836800893497659,0.000599207425461534,"12287/11931/18578/11820/17248/13383/238161/12296/109676/70729/238871/15560/208727/16508/93686/238130/20541/140492/12293/68268/20688/12168/12314/13405/18750/12290/381290/11938/12289/26395/14168/74682/16412/11848",34,"ADP_H_vs_ADP_N"
"GO:0010586","miRNA metabolic process","18/1496","110/25730",0.163636363636364,2.81441419543024,4.73814026714421,6.27175858888775e-05,0.000836800893497659,0.000599207425461534,"11820/319817/239719/208727/381305/208718/56463/21676/230594/17125/67040/328572/71701/13982/380669/100715/18033/18986",18,"ADP_H_vs_ADP_N"
"GO:0031647","regulation of protein stability","41/1496","372/25730",0.110215053763441,1.89561051693405,4.32312561106576,6.7449403013972e-05,0.000895523078741878,0.000641256579222102,"11931/83814/14682/11787/74996/18099/12234/109676/269774/56710/170822/22210/19211/21372/70315/68729/64930/53332/19122/65114/22680/56717/328572/52040/338337/18628/13838/30940/22284/80985/84092/19090/67490/20913/230908/15194/231600/11933/216742/214498/12388",41,"ADP_H_vs_ADP_N"
"GO:0014910","regulation of smooth muscle cell migration","18/1496","111/25730",0.162162162162162,2.78905911258852,4.6932078824367,7.08445416881064e-05,0.000931468160981729,0.000666995748903097,"19091/56508/14083/20851/18015/67299/238871/208727/108058/234593/238130/20563/214968/18186/26409/18667/231637/11848",18,"ADP_H_vs_ADP_N"
"GO:0044782","cilium organization","48/1496","462/25730",0.103896103896104,1.78692964789221,4.24068642473404,7.50547712938253e-05,0.000979690833972654,0.000701526524331632,"19726/214459/76260/270162/78795/102747/54138/56637/320634/13196/209012/226251/106042/22210/94187/52023/68121/18764/19893/544696/16579/66573/12589/71091/26942/320299/67161/269702/74694/21821/81896/22284/66713/14569/67694/15194/74256/319845/76816/234915/73668/71492/74569/13193/74682/171567/100503572/232906",48,"ADP_H_vs_ADP_N"
"GO:0098739","import across plasma membrane","28/1496","220/25730",0.127272727272727,2.18898881866796,4.40046509107694,8.3397888207814e-05,0.00106548669910785,0.000762962308951824,"19055/12287/11931/83814/13383/109676/54208/16519/14816/76376/67760/107723/110893/20541/53416/17250/21366/213498/19122/19056/12290/14081/331004/14360/12289/11933/215113/16412",28,"ADP_H_vs_ADP_N"
"GO:0015833","peptide transport","41/1496","377/25730",0.108753315649867,1.87046979389779,4.2303314949546,9.073706082464e-05,0.00115110692854116,0.000824272326238872,"19055/20614/19726/207227/13640/14682/12361/56508/26383/218461/93691/13839/15560/18795/26921/18189/12876/108116/319613/14661/19276/17250/18751/268860/22063/16573/19056/16443/69597/12290/76303/12289/74370/76055/20913/230908/15194/109689/58869/14672/116838",41,"ADP_H_vs_ADP_N"
"GO:0071322","cellular response to carbohydrate stimulus","27/1496","211/25730",0.127962085308057,2.20084522391464,4.35172191605859,0.00010099995374598,0.00126063767152529,0.000902703928095896,"19055/56490/13640/26383/108155/218461/16001/93691/13839/18795/26921/18189/107723/12876/319613/19276/18751/16573/19056/18750/12290/76303/12289/74370/20913/109689/18033",27,"ADP_H_vs_ADP_N"
"GO:0141193","nuclear receptor-mediated signaling pathway","26/1496","200/25730",0.13,2.23589572192513,4.3594943367305,0.000103662952424178,0.00129090163972822,0.000924375026456375,"108655/94186/17999/224829/17978/76804/228790/110784/26381/381157/19211/93686/243385/67544/17344/75302/77128/72068/67040/18667/328572/22215/13982/67490/22196/11848",26,"ADP_H_vs_ADP_N"
"GO:0001964","startle response","10/1496","42/25730",0.238095238095238,4.09504710975299,4.98759821915327,0.000113781294738667,0.00140201311913214,0.00100393854512635,"14804/66797/94109/14658/12386/18189/19211/27386/17257/16510",10,"ADP_H_vs_ADP_N"
"GO:0044843","cell cycle G1/S phase transition","31/1496","259/25730",0.11969111969112,2.05859124976772,4.25421938719794,0.000114138413427594,0.00140201311913214,0.00100393854512635,"19055/12298/13383/56469/225131/56637/18795/108058/228361/11789/227331/19211/18764/77044/244879/17420/320595/66923/19645/381290/68142/12325/69274/74370/19090/20913/11479/56438/214498/70601/16412",31,"ADP_H_vs_ADP_N"
"GO:0034504","protein localization to nucleus","40/1496","369/25730",0.10840108401084,1.86441169224526,4.155423841125,0.000117796705640929,0.00143717287039845,0.00102911536341115,"19055/12298/11820/18767/108155/70762/18015/110862/56637/13175/22627/106042/26413/229603/18711/76582/320938/15568/238799/56717/56417/19056/12168/77053/11909/18667/328572/320727/14360/74203/237542/230908/15194/12488/13548/216742/22042/234549/83946/16650",40,"ADP_H_vs_ADP_N"
"GO:0009791","post-embryonic development","20/1496","136/25730",0.147058823529412,2.52929380308273,4.44279217782781,0.000118183672607646,0.00143865383037218,0.00103017583337475,"14682/319817/14406/94229/192195/13508/227331/414758/70430/11352/20274/101476/64602/16795/20541/17257/56717/245944/22284/15312",20,"ADP_H_vs_ADP_N"
"GO:0015800","acidic amino acid transport","15/1496","86/25730",0.174418604651163,2.99986009202835,4.61552017815666,0.000119937402091588,0.00145672849132317,0.00104311854309064,"78830/19091/18015/54208/14816/67760/21366/213498/241919/268860/20983/245944/12934/140919/16412",15,"ADP_H_vs_ADP_N"
"GO:0010882","regulation of cardiac muscle contraction by calcium ion signaling","7/1496","21/25730",0.333333333333333,5.73306595365419,5.39106179505752,0.000125010187613067,0.00149487899845471,0.00107043694981794,"11931/109676/208727/20541/12314/13405/11938",7,"ADP_H_vs_ADP_N"
"GO:0072594","establishment of protein localization to organelle","48/1496","473/25730",0.101479915433404,1.74537314445286,4.06516453359436,0.000132416423251686,0.00155934731468344,0.00111660073153882,"19055/17999/72930/18767/18015/66887/57743/58194/110862/106042/26413/76582/93757/68729/140740/75734/19325/320938/15568/238799/14545/56417/12168/30056/12314/11909/28185/328572/218035/54673/245944/320727/227738/14784/81896/22284/230895/69276/218441/74203/230908/58869/56273/13548/66661/234549/83946/16650",48,"ADP_H_vs_ADP_N"
"GO:0050851","antigen receptor-mediated signaling pathway","25/1496","192/25730",0.130208333333333,2.23947888814617,4.28312752712112,0.000136001268598403,0.00159462959306829,0.00114186528773095,"108655/12298/18578/319817/12234/238871/109880/19271/26413/381305/101476/74585/329260/19122/18751/14784/14360/224860/74256/12488/18033/20662/208650/20218/93765",25,"ADP_H_vs_ADP_N"
"GO:0045664","regulation of neuron differentiation","30/1496","250/25730",0.12,2.06390374331551,4.19988431418865,0.000139376661575226,0.00162768963578914,0.00116553856919891,"18514/215378/11820/320705/192167/18015/76804/56710/13209/56637/11906/269784/21406/19211/266692/225164/330938/56717/11682/13405/22067/20666/66867/18222/320460/74203/12934/18546/16412/11848",30,"ADP_H_vs_ADP_N"
"GO:1903532","positive regulation of secretion by cell","43/1496","410/25730",0.104878048780488,1.80381831224729,4.0764551833263,0.000140889794517682,0.00163776827661434,0.00117275557442435,"19055/76499/20614/76707/78808/12287/207227/14682/12361/56508/192167/26383/15560/18795/319613/14661/209630/18751/268860/22063/65114/54003/16573/80718/66482/19056/68581/20983/16443/328572/18750/76303/78506/20666/12289/76055/230908/109689/12488/12934/58869/14672/18546",43,"ADP_H_vs_ADP_N"
