"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","log10_p","sig","gene_label"
"Grb14",0.110315279665335,-0.770912926089544,0.14,0.262,1,0.957364329674452,"Not significant",NA
"Lrrc45",0.110357096750556,1.0815298854966,0.233,0.135,1,0.957199733363186,"Not significant",NA
"Rps6kb2",0.110357096750556,1.0815298854966,0.233,0.135,1,0.957199733363186,"Not significant",NA
"Tmem189",0.110388950965258,1.26150855160283,0.163,0.079,1,0.957074393771294,"Not significant",NA
"Agap3",0.110388950965258,1.26150855160283,0.163,0.079,1,0.957074393771294,"Not significant",NA
"Creld1",0.110388950965258,1.26150855160283,0.163,0.079,1,0.957074393771294,"Not significant",NA
"Tubgcp3",0.110388950965258,1.26150855160283,0.163,0.079,1,0.957074393771294,"Not significant",NA
"Matr3",0.110392027064776,0.762519273991531,0.209,0.111,1,0.957062291885901,"Not significant",NA
"Dgkg",0.110510060304985,1.55101516879782,0.116,0.048,1,0.956598184095951,"Not significant",NA
"Tnrc6c",0.110581877861437,0.625015750241595,0.488,0.365,1,0.956316039302915,"Not significant",NA
"Jak2",0.110593807859312,-0.934411658372423,0.093,0.198,1,0.956269188472685,"Not significant",NA
"Zfhx4",0.110723235241264,-1.25633975325979,0.047,0.135,1,0.95576123297672,"Not significant",NA
"Nek1",0.110775737636781,0.612415713461962,0.256,0.143,1,0.95555534939369,"Not significant",NA
"Ripor2",0.11136227410888,1.55101516879782,0.116,0.048,1,0.953261908993806,"Not significant",NA
"Dbn1",0.11136227410888,1.55101516879782,0.116,0.048,1,0.953261908993806,"Not significant",NA
"Slc9a7",0.11136227410888,1.55101516879782,0.116,0.048,1,0.953261908993806,"Not significant",NA
"Ppp1cc",0.111698878464486,-0.692910414088271,0.256,0.389,1,0.951951187485377,"Not significant",NA
"Nipal2",0.111738387555729,1.39901207535277,0.14,0.063,1,0.951797600030641,"Not significant",NA
"Psmd1",0.112067594163143,-1.09284102097691,0.07,0.167,1,0.950519951283061,"Not significant",NA
"Psmd7",0.112105991260089,-1.18595042536839,0.047,0.135,1,0.950371176863842,"Not significant",NA
"Fbxl3",0.112105991260089,-1.18595042536839,0.047,0.135,1,0.950371176863842,"Not significant",NA
"Zfp438",0.112106735228692,-1.25633975325979,0.047,0.135,1,0.950368294766433,"Not significant",NA
"Tenm2",0.112300612140747,0.916299632879563,0.442,0.325,1,0.949617876431116,"Not significant",NA
"Naa35",0.112530210039093,-0.770912926089544,0.023,0.103,1,0.94873087051259,"Not significant",NA
"Tjp2",0.112740825818134,-0.578267848147148,0.093,0.206,1,0.947918788329516,"Not significant",NA
"Cacnb2",0.112741393424723,0.888050156075389,0.209,0.111,1,0.947916601829751,"Not significant",NA
"Arhgef2",0.113009900061038,-0.770912926089544,0.209,0.325,1,0.946883509140062,"Not significant",NA
"Rnf214",0.1132324637057,1.02050045209904,0.186,0.095,1,0.946029043227316,"Not significant",NA
"Zfand5",0.113312952410606,-0.67137725253863,0.023,0.103,1,0.945720444603109,"Not significant",NA
"Hacd3",0.113312952410606,1.38109016735551,0.14,0.063,1,0.945720444603109,"Not significant",NA
"Hmgn3",0.113312952410606,1.38109016735551,0.14,0.063,1,0.945720444603109,"Not significant",NA
"Atp5b",0.113312952410606,1.38109016735551,0.14,0.063,1,0.945720444603109,"Not significant",NA
