"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","log10_p","sig","gene_label"
"Exoc6",0.345595334042396,1.09310940439148,0.222,0.094,1,0.46143212965761,"Not significant",NA
"Wbp1l",0.345595334042396,1.09310940439148,0.222,0.094,1,0.46143212965761,"Not significant",NA
"Bcor",0.345595334042396,1.09310940439148,0.222,0.094,1,0.46143212965761,"Not significant",NA
"Rpl10",0.345595334042396,1.09310940439148,0.222,0.094,1,0.46143212965761,"Not significant",NA
"Tmem29",0.345595334042396,1.09310940439148,0.222,0.094,1,0.46143212965761,"Not significant",NA
"Slc22a23",0.346485683984709,-0.813781191217037,0.333,0.438,1,0.460314704760359,"Not significant",NA
"Entr1",0.347620690348987,0.982078092002738,0.333,0.188,1,0.458894382289614,"Not significant",NA
"App",0.347764669789722,0.742612157307348,0.556,0.406,1,0.458714541064599,"Not significant",NA
"Polg",0.348030223434263,-0.62935662007961,0.333,0.469,1,0.458383039671886,"Not significant",NA
"Sox10",0.348030223434263,-0.754887502163469,0.333,0.469,1,0.458383039671886,"Not significant",NA
"Gcc2",0.348427099407263,1.24511249783653,0.333,0.188,1,0.457888074487149,"Not significant",NA
"Ptprd",0.348795347816947,0.434146322226548,0.778,0.594,1,0.45742931625926,"Not significant",NA
"Zcchc24",0.349030034323329,-1.33985000288462,0.111,0.25,1,0.457137200033195,"Not significant",NA
"Frmd4a",0.349823900199495,0.33531030680811,0.778,0.531,1,0.456150522558388,"Not significant",NA
"Agap1",0.350685541173306,-0.548436624696042,0.556,0.625,1,0.455082139787434,"Not significant",NA
"Gigyf1",0.351775847885741,0.692571474807753,0.444,0.25,1,0.453733981507381,"Not significant",NA
"Cul5",0.351775847885741,0.692571474807753,0.444,0.25,1,0.453733981507381,"Not significant",NA
"Zfp445",0.351775847885741,0.692571474807753,0.444,0.25,1,0.453733981507381,"Not significant",NA
"Cabin1",0.351775847885741,0.692571474807753,0.444,0.25,1,0.453733981507381,"Not significant",NA
"Synj1",0.351775847885741,0.692571474807753,0.444,0.25,1,0.453733981507381,"Not significant",NA
"Srgap2",0.351809040758437,0.567040592723894,0.444,0.25,1,0.453693004272954,"Not significant",NA
"Npas2",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
"Ndufs1",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
"Epha4",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
"Wdfy1",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
"Uck2",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
"Aldh9a1",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
"Taf1a",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
"Kcnh1",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
"Sapcd2",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
"Pmpca",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
"Dipk1b",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
"Orc4",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
"Tank",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
"Btbd3",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
"Cnbd2",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
"Manbal",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
"Cse1l",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
"Dpm1",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
"Sox2",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
"Etfdh",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
"Map9",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
"Thbs3",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
"Dennd4b",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
"Ptgfrn",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
"Gclm",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
"Aptx",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
"Ptbp3",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
"Ift74",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
"Inpp5b",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
"Khdrbs1",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
"Dnajc8",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
"Rcc2",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
"Kcnab2",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
"Pank4",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
"Nadk",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
"Cfap69",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
"Gm1043",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
"Nsg1",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
"Sgcb",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
"Sdad1",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
"Gtpbp6",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
"Srrm4",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
"Rita1",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
"Pms2",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
"Tecpr1",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
"Umad1",0.353228939345233,1.83007499855769,0.111,0.031,1,0.451943722752774,"Not significant",NA
